Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",22y 222d,15 (9-0-6 60.00%),12 (0.80),←,
8,"Anderson, Dean",23y 297d,51 (38-0-13 74.51%),58 (1.14),←,
7,"Ayres, Gary",30y 239d,225 (167-1-57 74.44%),60 (0.27),←,
4,"Collins, Andrew",26y 30d,85 (64-0-21 75.29%),18 (0.21),←,
13,"Dear, Paul",24y 148d,46 (31-0-15 67.39%),41 (0.89),←,
6,"Hall, Tony",26y 251d,43 (37-0-6 86.05%),56 (1.30),←,
33,"Hudson, Paul",20y 309d,16 (12-0-4 75.00%),28 (1.75),←,
11,"Jarman, Darren",24y 117d,8 (5-0-3 62.50%),23 (2.88),←,
1,"Jencke, Ray",25y 61d,84 (61-0-23 72.62%),18 (0.21),←,
24,"Langford, Chris",28y 143d,178 (136-1-41 76.69%),27 (0.15),←,
12,"Lawrence, Stephen",22y 33d,35 (23-0-12 65.71%),11 (0.31),←,
31,"Madigan, Greg",21y 121d,19 (13-0-6 68.42%),1 (0.05),←,
20,"Maginness, Scott",24y 296d,63 (49-0-14 77.78%),4 (0.06),←,
35,"Morrissey, James",26y 233d,71 (54-0-17 76.06%),73 (1.03),←,
21,"Nugent, Glenn",19y 198d,7 (7-0-0 100.00%),4 (0.57),←,
44,"Platten, John",28y 69d,123 (94-0-29 76.42%),130 (1.06),←,
18,"Pritchard, Darrin",25y 65d,88 (67-0-21 76.14%),45 (0.51),←,
25,"Robran, Matthew",20y 67d,3 (2-0-1 66.67%),4 (1.33),←,
17,"Tuck, Michael",37y 335d,412 (291-1-120 70.75%),319 (0.77),←,
10,"Wittman, Chris",25y 268d,77 (60-0-17 77.92%),61 (0.79),←,
Totals,Totals,25y 84d,1649 (1220-3-426 73.98%),993 (0.60),,
C,"Joyce, Alan",48y 216d,33 (27-0-6 81.82%),,←,
