Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 67d,247 (136-2-109 55.47%),326 (1.32),55 (12-0-43 21.82%),64 (1.16)
11,"Bennell, Harley",20y 291d,45 (9-0-36 20.00%),49 (1.09),←,
40,"Boston, Andrew",19y 119d,4 (1-0-3 25.00%),,←,
3,"Brennan, Jared",28y 357d,170 (65-3-102 39.12%),101 (0.59),51 (10-0-41 19.61%),26 (0.51)
36,"Broughton, Greg",26y 294d,80 (34-0-46 42.50%),17 (0.21),12 (5-0-7 41.67%),2 (0.17)
30,"Brown, Campbell",29y 326d,202 (83-1-118 41.34%),103 (0.51),43 (8-0-35 18.60%),39 (0.91)
12,"Day, Sam",20y 317d,38 (8-0-30 21.05%),21 (0.55),←,
33,"Hall, Aaron",22y 253d,24 (8-0-16 33.33%),25 (1.04),←,
46,"Hall, Josh",23y 108d,4 (2-0-2 50.00%),2 (0.50),←,
5,"Harbrow, Jarrod",25y 2d,121 (52-1-68 43.39%),35 (0.29),51 (12-0-39 23.53%),14 (0.27)
17,"May, Steven",21y 191d,29 (7-0-22 24.14%),15 (0.52),←,
18,"McKenzie, Trent",21y 108d,51 (11-0-40 21.57%),19 (0.37),←,
22,"Nicholls, Tom",21y 138d,8 (2-0-6 25.00%),2 (0.25),←,
1,"OMeara, Jaeger",19y 147d,16 (6-0-10 37.50%),13 (0.81),←,
10,"Prestia, Dion",20y 281d,46 (8-0-38 17.39%),10 (0.22),←,
8,"Russell, Luke",21y 177d,37 (5-0-32 13.51%),17 (0.46),←,
6,"Sexton, Alex",19y 229d,7 (1-0-6 14.29%),1 (0.14),←,
26,"Shaw, Matt",21y 165d,50 (11-0-39 22.00%),19 (0.38),←,
25,"Stanley, Danny",25y 152d,52 (12-0-40 23.08%),23 (0.44),47 (11-0-36 23.40%),23 (0.49)
48,"Tape, Seb",20y 348d,25 (2-0-23 8.00%),1 (0.04),←,
16,"Thompson, Rory",22y 130d,29 (7-0-22 24.14%),5 (0.17),←,
4,"Weller, Maverick",21y 157d,30 (5-0-25 16.67%),3 (0.10),←,
Totals,Totals,22y 331d,1315 (475-7-833 36.12%),807 (0.61),,
C,"McKenna, Guy",44y 70d,60 (12-0-48 20.00%),,←,
