Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",25y 178d,118 (59-2-57 50.85%),71 (0.60),←,
18,"Cameron, Leon",21y 290d,73 (38-1-34 52.74%),32 (0.44),←,
32,"Ellis, Craig",19y 15d,8 (4-0-4 50.00%),,←,
3,"Grant, Chris",21y 188d,88 (48-1-39 55.11%),182 (2.07),←,
1,"Grgic, Ilija",22y 106d,21 (12-0-9 57.14%),38 (1.81),←,
37,"Hargraves, Daniel",18y 146d,3 (2-0-1 66.67%),1 (0.33),←,
7,"Hawkins, Doug",34y 45d,319 (137-4-178 43.57%),214 (0.67),←,
21,"Kolyniuk, Steven",23y 349d,86 (43-1-42 50.58%),98 (1.14),←,
12,"Koster, Kym",21y 138d,11 (5-0-6 45.45%),5 (0.45),←,
35,"Kretiuk, Steven",21y 350d,29 (18-0-11 62.07%),7 (0.24),←,
39,"Liberatore, Tony",28y 128d,116 (65-1-50 56.47%),64 (0.55),←,
44,"Osborne, Richard",30y 3d,209 (85-0-124 40.67%),461 (2.21),6 (4-0-2 66.67%),11 (1.83)
22,"Quill, Peter",24y 300d,23 (13-0-10 56.52%),7 (0.30),←,
2,"Reynolds, Keenan",25y 163d,63 (35-0-28 55.56%),26 (0.41),←,
5,"Smith, Rohan",21y 19d,25 (17-0-8 68.00%),18 (0.72),←,
8,"Southern, Daniel",19y 169d,12 (6-0-6 50.00%),3 (0.25),←,
17,"Standfield, Barry",24y 126d,64 (36-0-28 56.25%),26 (0.41),←,
24,"Wallis, Stephen",29y 235d,216 (115-2-99 53.70%),52 (0.24),←,
25,"Watts, Jason",22y 325d,12 (6-0-6 50.00%),2 (0.17),←,
14,"West, Scott",19y 217d,28 (15-0-13 53.57%),24 (0.86),←,
15,"Wynd, Scott",24y 145d,104 (53-1-50 51.44%),18 (0.17),←,
Totals,Totals,23y 295d,1628 (812-13-803 49.88%),1349 (0.83),,
C,"Joyce, Alan",51y 241d,103 (72-0-31 69.90%),,10 (5-0-5 50.00%),
