West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",9,4,5,14,,,,2.0,,,,,,1.0,,,,,,,,,
38,"Braun, Michael",8,3,1,9,,,,3.0,,,,,1.0,1.0,,,,,,,,,
29,"Donnelly, Andrew",7,5,5,12,,,,1.0,,,,,2.0,1.0,,,,,,,,,
18,"Evans, Tony",11,5,6,17,1.0,,,2.0,,,,,,,,,,,,,,,
7,"Gehrig, Fraser",7,5,3,10,4.0,1.0,,,,,,,,2.0,,,,,,,,,
14,"Grgic, Ilija",10,3,6,16,,,7.0,1.0,,,,,2.0,,,,,,,,,,
1,"Heady, Brett",14,3,3,17,2.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Jakovich, Glen",8,1,6,14,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Kemp, Dean",8,5,11,19,,,,2.0,,,,,,1.0,,,,,,,,,
5,"Lovell, Andy",13,1,3,16,,,,1.0,,,,,,1.0,,,,,,,,,
30,"Matera, Peter",19,6,8,27,1.0,1.0,,,,,,,1.0,1.0,3.0,,,,,,,,
33,"Matera, Phillip",6,4,2,8,1.0,,,1.0,,,,,1.0,,,,,,,,,,
11,"McIntosh, Ashley",5,2,1,6,,,,1.0,,,,,,1.0,,,,,,,,,
17,"McKenna, Guy",7,3,8,15,,,,3.0,,,,,1.0,1.0,,,,,,,,,
42,"Morrison, Chad",14,6,3,17,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Schofield, Jarrad",2,1,1,3,,,,1.0,,,,,,,,,,,,,,,
22,"Stone, Nicholas",3,1,3,6,1.0,,2.0,3.0,,,,,,1.0,,,,,,,,,
16,"Symmons, Paul",10,3,4,14,1.0,,,,,,,,1.0,1.0,,,,,,,,,
50,"Turnbull, Ryan",4,1,1,5,,,2.0,,,,,,,1.0,,,,,,,,,
13,"Wooden, Josh",3,1,5,8,,,,3.0,,,,,,,,,,,,,,,
24,"Worsfold, John",8,5,6,14,,,,3.0,,,,,,2.0,1.0,,,,,,,,
Totals,Totals,176,68,91,267,11.0,5.0,11.0,30.0,,,,,12.0,18.0,4.0,,,,,,,,
Opposition,Opposition,179,60,117,296,7.0,13.0,26.0,26.0,,,,,18.0,12.0,2.0,,,,,,,,
