St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Bowey, Brett",13,3,4,17,3,,,,,,,,3.0,1.0,,,,,,,,,
29,"Burke, Nathan",8,2,5,13,,,,3.0,,,,,,1.0,,,,,,,,,
15,"Coghlan, Frank",14,6,11,25,,,2.0,2.0,,,,,1.0,2.0,,,,,,,,,
34,"Daniels, Jayson",9,1,3,12,,,,,,,,,2.0,1.0,,,,,,,,,
44,"Devonport, Craig",6,1,5,11,,,,3.0,,,,,1.0,2.0,,,,,,,,,
2,"Frawley, Danny",5,3,6,11,,,,1.0,,,,,,3.0,,,,,,,,,
16,"Gotch, Bradley",1,1,2,3,,,,,,,,,,1.0,,,,,,,,,
10,"Harding, Paul",10,6,5,15,,1.0,13.0,,,,,,2.0,1.0,,,,,,,,,
35,"Harvey, Robert",10,2,8,18,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Jeffrey, Russell",11,2,2,13,,,,2.0,,,,,2.0,1.0,,,,,,,,,
9,"Kitschke, Damian",5,3,6,11,,,8.0,,,,,,1.0,,,,,,,,,,
32,"Lawrie, Grant",6,,2,8,,,,,,,,,3.0,,,,,,,,,,
23,"Loewe, Stewart",14,12,2,16,6,2.0,4.0,2.0,,,,,1.0,4.0,,,,,,,,,
60,"McNicholl, Dermot",5,5,1,6,,2.0,,1.0,,,,,,2.0,,,,,,,,,
19,"Nixon, Ricky",6,4,3,9,2,,,,,,,,1.0,2.0,,,,,,,,,
41,"Pekin, Tim",12,3,7,19,2,,,3.0,,,,,1.0,1.0,,,,,,,,,
37,"Rice, Dean",16,5,6,22,1,,,2.0,,,,,1.0,,,,,,,,,,
8,"Russo, Peter",6,1,7,13,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
38,"Simpson, Sean",8,2,2,10,,,,1.0,,,,,,4.0,,,,,,,,,
7,"Winmar, Nicky",10,2,8,18,1,2.0,,1.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,64,95,270,16,12.0,27.0,22.0,,,,,24.0,30.0,,,,,,,,,
Opposition,Opposition,198,73,120,318,18,20.0,16.0,29.0,,,,,30.0,24.0,6.0,,,,,,,,
