Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",11,7,3,14,1,1.0,3.0,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Bewick, Darren",3,3,2,5,1,1.0,,,,,,,,1.0,,,,,,,,,
23,"Cransberg, Peter",8,3,,8,4,1.0,,2.0,,,,,,,,,,,,,,,
6,"Daniher, Anthony",10,5,3,13,,,,,,,,,1.0,1.0,,,,,,,,,
7,"Daniher, Chris",12,4,12,24,,,,3.0,,,,,5.0,,,,,,,,,,
30,"Delaney, Tony",7,1,3,10,1,,,,,,,,,1.0,,,,,,,,,
38,"Denham, Sean",13,,6,19,,,,4.0,,,,,3.0,2.0,,,,,,,,,
31,"Fletcher, Dustin",5,1,1,6,,,5.0,,,,,,,,,,,,,,,,
29,"Grenvold, David",12,3,5,17,1,,,,,,,,1.0,,,,,,,,,,
1,"Harvey, Mark",16,5,3,19,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Hills, Paul",12,4,7,19,,,,2.0,,,,,,1.0,,,,,,,,,
5,"Hird, James",3,1,5,8,3,,,1.0,,,,,,,,,,,,,,,
9,"Kickett, Derek",6,3,7,13,2,2.0,,,,,,,,2.0,,,,,,,,,
2,"Mercuri, Mark",15,10,11,26,1,2.0,,1.0,,,,,2.0,3.0,2.0,,,,,,,,
24,"Misiti, Joe",17,4,8,25,1,1.0,,,,,,,,1.0,,,,,,,,,
10,"ODonnell, Gary",19,3,11,30,2,,,3.0,,,,,1.0,2.0,,,,,,,,,
17,"Sporn, Kieran",17,8,6,23,2,1.0,,1.0,,,,,,,,,,,,,,,
26,"Thompson, Mark",14,3,7,21,,,,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Wallis, Dean",5,3,2,7,,,,,,,,,1.0,1.0,,,,,,,,,
4,"Wanganeen, Gavin",12,1,8,20,,,,2.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,72,110,327,20,12.0,8.0,22.0,,,,,20.0,19.0,2.0,,,,,,,,
Opposition,Opposition,217,93,135,352,19,18.0,23.0,37.0,,,,,19.0,20.0,4.0,,,,,,,,
