Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",31y 233d,277 (194-2-81 70.40%),191 (0.69),←,
46,"Blicavs, Mark",24y 119d,60 (40-0-20 66.67%),16 (0.27),←,
23,"Caddy, Josh",22y 300d,73 (36-0-37 49.32%),52 (0.71),49 (33-0-16 67.35%),35 (0.71)
22,"Duncan, Mitch",24y 45d,109 (81-0-28 74.31%),93 (0.85),←,
44,"Enright, Corey",33y 314d,303 (200-2-101 66.34%),62 (0.20),←,
28,"Gregson, Cory",18y 324d,15 (8-0-7 53.33%),11 (0.73),←,
29,"Guthrie, Cameron",22y 340d,79 (53-0-26 67.09%),16 (0.20),←,
26,"Hawkins, Tom",27y 4d,160 (121-0-39 75.63%),316 (1.98),←,
20,"Johnson, Steve",32y 21d,248 (176-2-70 71.37%),440 (1.77),←,
9,"Kelly, James",31y 208d,268 (182-1-85 68.10%),88 (0.33),←,
39,"Kersten, Shane",22y 132d,19 (14-0-5 73.68%),19 (1.00),←,
8,"Kolodjashnij, Jake",19y 350d,3 (2-0-1 66.67%),,←,
11,"Lang, Darcy",19y 246d,16 (9-0-7 56.25%),9 (0.56),←,
13,"Lonergan, Tom",31y 69d,159 (116-1-42 73.27%),54 (0.34),←,
4,"Mackie, Andrew",30y 352d,229 (173-0-56 75.55%),93 (0.41),←,
32,"Motlop, Steven",24y 135d,82 (54-0-28 65.85%),111 (1.35),←,
21,"Murdoch, Jordan",23y 124d,55 (38-0-17 69.09%),45 (0.82),←,
14,"Selwood, Joel",27y 60d,198 (154-0-44 77.78%),125 (0.63),←,
2,"Smedts, Billie",23y 47d,36 (25-0-11 69.44%),18 (0.50),←,
7,"Taylor, Harry",29y 43d,174 (132-0-42 75.86%),40 (0.23),←,
40,"Thurlow, Jackson",21y 119d,23 (13-0-10 56.52%),6 (0.26),←,
34,"Walker, Josh",22y 255d,27 (16-0-11 59.26%),26 (0.96),←,
Totals,Totals,25y 241d,2613 (1837-8-768 70.30%),1831 (0.70),,
C,"Scott, Chris",39y 83d,112 (81-0-31 72.32%),,←,
