Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Armstrong, Steven",6,5,6,12,,,,2.0,1.0,3.0,3.0,3.0,1.0,1.0,,4.0,8.0,,,2.0,,1.0,61.0
3,"Bizzell, Clint",9,6,11,20,,,,,7.0,,,1.0,,,,6.0,11.0,1.0,,5.0,,,100.0
32,"Bruce, Cameron",11,10,6,17,1,1.0,,1.0,1.0,4.0,,,,,,6.0,11.0,4.0,1.0,2.0,2.0,1.0,100.0
30,"Godfrey, Simon",3,2,3,6,,,,4.0,1.0,2.0,1.0,2.0,,2.0,,2.0,5.0,1.0,,,,,85.0
18,"Green, Brad",6,8,4,10,4,1.0,,1.0,,,,,,,,1.0,9.0,1.0,5.0,,,,100.0
1,"Heffernan, Chris",9,4,4,13,,,,3.0,1.0,2.0,,1.0,,1.0,,1.0,13.0,,,2.0,,1.0,79.0
40,"Jamar, Mark",2,,8,10,,,16.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,,7.0,3.0,,,4.0,,,67.0
16,"Johnstone, Travis",10,4,1,11,2,,,2.0,2.0,3.0,2.0,4.0,,2.0,,3.0,8.0,,1.0,2.0,3.0,1.0,78.0
11,"Jolly, Darren",2,2,3,5,,,12.0,1.0,,,,2.0,,2.0,,2.0,3.0,1.0,,2.0,,,33.0
29,"Lamb, Chris",1,,2,3,,,,,,,,,,,,1.0,2.0,,,3.0,,,52.0
36,"Leoncelli, Andrew",17,8,10,27,,,,5.0,1.0,6.0,5.0,5.0,1.0,1.0,,10.0,18.0,,,,,1.0,88.0
23,"McDonald, James",15,7,12,27,,,,11.0,4.0,2.0,7.0,5.0,2.0,1.0,,10.0,17.0,,,2.0,,,78.0
37,"Miller, Brad",4,3,4,8,,,,,1.0,2.0,,3.0,,1.0,,3.0,5.0,1.0,,3.0,,,95.0
9,"Neitz, David",3,2,,3,1,,,,1.0,,,6.0,,3.0,,1.0,2.0,,1.0,2.0,,,100.0
8,"Nicholson, Alistair",4,3,3,7,,,,1.0,1.0,1.0,,2.0,,2.0,,1.0,5.0,,,1.0,,,69.0
24,"Robertson, Russell",5,3,1,6,1,1.0,,1.0,,,,2.0,,,,1.0,5.0,,2.0,1.0,,,100.0
6,"Thompson, Scott",10,4,8,18,,,,3.0,,3.0,1.0,4.0,1.0,4.0,,6.0,12.0,,,,,1.0,100.0
19,"Vardy, Peter",5,1,3,8,,,,3.0,,2.0,1.0,,1.0,,,3.0,4.0,,,1.0,,,52.0
42,"Walsh, Peter",11,2,5,16,1,,,2.0,2.0,3.0,,1.0,,1.0,,6.0,9.0,1.0,,1.0,,1.0,100.0
45,"Whelan, Matthew",10,4,8,18,,,,2.0,3.0,2.0,4.0,3.0,,3.0,,7.0,11.0,3.0,,1.0,1.0,,100.0
26,"Williams, Luke",8,6,7,15,,1.0,,,1.0,4.0,,2.0,,,,6.0,9.0,1.0,,1.0,1.0,,71.0
13,"Yze, Adem",13,2,6,19,,,,2.0,3.0,1.0,4.0,2.0,,1.0,,8.0,11.0,,,1.0,,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,86,115,279,10,5.0,28.0,46.0,31.0,41.0,32.0,49.0,7.0,26.0,,95.0,181.0,14.0,10.0,36.0,7.0,7.0,
Opposition,Opposition,203,91,143,346,21,12.0,33.0,52.0,31.0,53.0,35.0,24.0,26.0,7.0,6.0,129.0,216.0,13.0,18.0,42.0,12.0,9.0,
