Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",22y 146d,32 (15-1-16 48.44%),5 (0.16),18 (7-0-11 38.89%),5 (0.28)
19,"Betts, Eddie",18y 120d,1 (0-0-1 0.00%),2 (2.00),←,
16,"Camporeale, Scott",29y 227d,213 (111-0-102 52.11%),192 (0.90),←,
44,"Carrazzo, Andrew",21y 101d,3 (2-0-1 66.67%),,←,
7,"Davies, Justin",21y 262d,32 (9-0-23 28.13%),16 (0.50),←,
26,"De Luca, Adrian",22y 315d,23 (10-0-13 43.48%),8 (0.35),←,
25,"Fevola, Brendan",24y 65d,84 (36-0-48 42.86%),198 (2.36),←,
11,"French, Barnaby",29y 121d,99 (45-1-53 45.96%),28 (0.28),37 (11-0-26 29.73%),8 (0.22)
33,"Houlihan, Ryan",23y 64d,98 (38-0-60 38.78%),75 (0.77),←,
43,"Koutoufides, Anthony",32y 67d,228 (127-1-100 55.92%),196 (0.86),←,
12,"Lappin, Matthew",29y 37d,193 (88-1-104 45.85%),196 (1.02),138 (60-0-78 43.48%),170 (1.23)
4,"Livingston, Luke",22y 142d,33 (7-0-26 21.21%),2 (0.06),←,
20,"McGrath, Cory",26y 50d,41 (25-0-16 60.98%),16 (0.39),13 (7-0-6 53.85%),2 (0.15)
3,"Morrell, Digby",25y 167d,62 (30-1-31 49.19%),51 (0.82),22 (10-0-12 45.45%),4 (0.18)
28,"Prendergast, Ian",24y 205d,50 (16-0-34 32.00%),13 (0.26),←,
29,"Scotland, Heath",24y 248d,76 (33-0-43 43.42%),25 (0.33),23 (10-0-13 43.48%),13 (0.57)
36,"Sporn, Trent",22y 184d,31 (7-0-24 22.58%),5 (0.16),←,
24,"Stevens, Nick",25y 82d,148 (83-2-63 56.76%),87 (0.59),21 (9-0-12 42.86%),9 (0.43)
15,"Teague, David",23y 325d,56 (28-0-28 50.00%),5 (0.09),23 (10-0-13 43.48%),1 (0.04)
30,"Waite, Jarrad",22y 50d,30 (8-0-22 26.67%),20 (0.67),←,
1,"Walker, Andrew",18y 312d,16 (7-0-9 43.75%),2 (0.13),←,
8,"Whitnall, Lance",25y 215d,158 (78-0-80 49.37%),291 (1.84),←,
Totals,Totals,24y 126d,1707 (803-7-897 47.04%),1433 (0.84),,
C,"Pagan, Denis",57y 183d,285 (164-0-121 57.54%),,45 (14-0-31 31.11%),
