Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",12,5.0,10.0,22,,3.0,,4.0,3.0,2.0,6.0,4.0,1.0,3.0,,9.0,14,,1.0,1.0,,2.0,95.0
31 ↑,"Allen, Jackson",3,1.0,,3,,,,,1.0,1.0,,,,,,,3,,,,,,48.0
11,"Bennell, Harley",18,4.0,10.0,28,3.0,3.0,,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,8.0,19,,3.0,,4.0,1.0,86.0
40,"Boston, Andrew",8,6.0,6.0,14,3.0,,,4.0,2.0,1.0,1.0,3.0,1.0,1.0,,8.0,6,1.0,2.0,,,,82.0
36,"Broughton, Greg",7,4.0,10.0,17,,,,3.0,3.0,,,4.0,,2.0,,8.0,8,1.0,,3.0,,,89.0
23,"Dixon, Charlie",7,3.0,3.0,10,1.0,,11.0,2.0,,3.0,4.0,2.0,1.0,,,9.0,1,2.0,1.0,2.0,,1.0,83.0
15,"Gorringe, Daniel",10,6.0,12.0,22,1.0,,12.0,,1.0,3.0,3.0,4.0,3.0,1.0,,8.0,14,2.0,1.0,1.0,1.0,1.0,85.0
33,"Hall, Aaron",9,6.0,3.0,12,,,,4.0,1.0,2.0,,2.0,1.0,1.0,,3.0,11,,1.0,1.0,,1.0,84.0
46,"Hall, Josh",3,2.0,1.0,4,1.0,,,4.0,,1.0,,,1.0,,,3.0,1,1.0,1.0,1.0,,1.0,82.0
5,"Harbrow, Jarrod",11,6.0,3.0,14,,,,3.0,,4.0,2.0,2.0,1.0,2.0,,4.0,11,,,1.0,2.0,,80.0
34,"Hutchins, Jack",3,1.0,1.0,4,1.0,1.0,,2.0,,1.0,,1.0,,,,1.0,3,,,,,1.0,82.0
17,"May, Steven",5,3.0,1.0,6,,1.0,2.0,5.0,4.0,,,1.0,,1.0,,3.0,3,,,5.0,1.0,,93.0
18,"McKenzie, Trent",9,3.0,1.0,10,,1.0,,5.0,4.0,1.0,1.0,2.0,,,,1.0,8,,,2.0,1.0,,85.0
29,"Murphy, Tom",5,5.0,4.0,9,,,,3.0,2.0,1.0,,1.0,,,,6.0,3,2.0,,3.0,,1.0,88.0
1,"OMeara, Jaeger",10,4.0,10.0,20,1.0,,1.0,3.0,,3.0,4.0,,,,,9.0,10,1.0,2.0,,,,85.0
10,"Prestia, Dion",14,1.0,9.0,23,,1.0,,3.0,3.0,5.0,2.0,4.0,2.0,1.0,,7.0,16,,1.0,,1.0,1.0,90.0
8,"Russell, Luke",7,3.0,3.0,10,,,,5.0,,3.0,1.0,1.0,,1.0,,1.0,9,,,2.0,1.0,,89.0
25,"Stanley, Danny",9,4.0,17.0,26,2.0,,,6.0,2.0,3.0,3.0,2.0,,1.0,,12.0,15,1.0,1.0,,1.0,,82.0
39,"Sumner, Timmy",6,3.0,,6,1.0,2.0,,3.0,,2.0,1.0,4.0,2.0,3.0,,2.0,4,,3.0,1.0,,1.0,81.0
24,"Swallow, David",7,1.0,9.0,16,,,,7.0,3.0,4.0,4.0,1.0,,1.0,,9.0,7,,,1.0,,,77.0
48 ↓,"Tape, Seb",2,1.0,2.0,4,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,1,,,1.0,,,39.0
16,"Thompson, Rory",3,,2.0,5,,,,4.0,1.0,,1.0,1.0,1.0,,,3.0,1,,,11.0,,,95.0
Totals,Totals,168,72.0,117.0,285,14.0,12.0,26.0,75.0,34.0,45.0,36.0,42.0,17.0,19.0,2.0,117.0,168,11.0,17.0,36.0,12.0,11.0,
Opposition,Opposition,218,107.0,173.0,391,16.0,17.0,45.0,54.0,30.0,60.0,37.0,38.0,19.0,17.0,4.0,127.0,264,10.0,19.0,19.0,13.0,14.0,
