Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Breman, Todd",8,5,9,17,1,,,,,,,,1.0,,,,,,,,,,
9,"Campbell, Wayne",9,3,11,20,2,,,1.0,,,,,,,,,,,,,,,
18,"Edwards, Stuart",5,5,4,9,1,3.0,1.0,,,,,,,1.0,,,,,,,,,
13,"Francis, Matthew",16,3,2,18,2,1.0,1.0,,,,,,,,,,,,,,,,
30,"Free, Tony",24,6,6,30,,1.0,,2.0,,,,,3.0,5.0,,,,,,,,,
25,"Gale, Brendon",3,4,7,10,,,,,,,,,3.0,1.0,,,,,,,,,
52,"Griffiths, Stuart",5,1,3,8,,,,1.0,,,,,,2.0,,,,,,,,,
19,"Hamilton, Greg",6,1,7,13,,,,,,,,,,,,,,,,,,,
42,"Honybun, David",11,4,1,12,3,,6.0,,,,,,1.0,,,,,,,,,,
16,"Jackson, Stevan",13,5,4,17,6,,,1.0,,,,,3.0,4.0,2.0,,,,,,,,
33,"Knights, Matthew",7,,20,27,,,,,,,,,2.0,1.0,1.0,,,,,,,,
4,"Lambert, Craig",13,4,17,30,1,,,2.0,,,,,,,,,,,,,,,
5,"Lennon, Bruce",6,5,12,18,,,,,,,,,,3.0,,,,,,,,,
26,"Leys, Brian",7,5,8,15,,,,,,,,,1.0,2.0,,,,,,,,,
27,"Maxfield, Stuart",27,4,8,35,,2.0,,3.0,,,,,,2.0,3.0,,,,,,,,
28,"McQueen, Mark",17,8,10,27,,,,,,,,,3.0,2.0,,,,,,,,,
6,"Naish, Chris",8,3,4,12,4,,,,,,,,1.0,,,,,,,,,,
1,"ODwyer, Steven",9,6,8,17,,1.0,10.0,,,,,,3.0,2.0,,,,,,,,,
17,"Smith, Craig",14,6,5,19,,,,,,,,,1.0,1.0,,,,,,,,,
20,"Young, Barry",8,4,4,12,2,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,82,150,366,22,10.0,19.0,12.0,,,,,24.0,27.0,6.0,,,,,,,,
Opposition,Opposition,208,75,113,321,11,17.0,15.0,26.0,,,,,27.0,24.0,,,,,,,,,
