Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",25y 280d,113 (45-2-66 40.71%),111 (0.98),93 (41-2-50 45.16%),90 (0.97)
28,"Crosisca, Gavin",29y 229d,208 (115-5-88 56.49%),58 (0.28),←,
39,"Crow, Scott",24y 135d,55 (25-0-30 45.45%),21 (0.38),42 (19-0-23 45.24%),19 (0.45)
9,"Francis, Matthew",27y 246d,48 (20-0-28 41.67%),23 (0.48),29 (16-0-13 55.17%),10 (0.34)
11,"Fuller, Brad",19y 267d,5 (4-0-1 80.00%),5 (1.00),←,
43,"Godden, Luke",19y 223d,7 (4-0-3 57.14%),,←,
33,"Liddell, Chad",21y 101d,23 (11-1-11 50.00%),12 (0.52),←,
8,"Mahoney, Josh",20y 183d,11 (4-0-7 36.36%),6 (0.55),←,
27,"McDonald, Alex",28y 78d,93 (47-0-46 50.54%),40 (0.43),47 (21-0-26 44.68%),16 (0.34)
48,"Michael, Mal",20y 312d,17 (9-0-8 52.94%),1 (0.06),←,
1,"Monkhorst, Damian",28y 254d,179 (101-4-74 57.54%),38 (0.21),←,
6,"Patterson, Stephen",27y 118d,63 (29-1-33 46.83%),61 (0.97),←,
47,"Pugsley, Andrew",19y 281d,3 (3-0-0 100.00%),2 (0.67),←,
3,"Richardson, Mark",25y 183d,71 (36-1-34 51.41%),51 (0.72),←,
36,"Rocca, Saverio",24y 163d,116 (59-2-55 51.72%),408 (3.52),←,
29,"Russell, Scott",27y 360d,173 (96-3-74 56.36%),102 (0.59),←,
12,"Schauble, Andrew",21y 166d,51 (23-0-28 45.10%),7 (0.14),←,
20,"Tarrant, Chris",17y 226d,4 (3-0-1 75.00%),2 (0.50),←,
14,"Watson, Shane",24y 74d,115 (56-1-58 49.13%),75 (0.65),←,
22,"Wild, Jason",22y 81d,52 (24-2-26 48.08%),16 (0.31),←,
10,"Williams, Paul",25y 29d,139 (69-2-68 50.36%),178 (1.28),←,
19,"Wright, Graham",29y 330d,188 (109-4-75 59.04%),107 (0.57),←,
Totals,Totals,24y 63d,1734 (892-28-814 51.44%),1324 (0.76),,
C,"Shaw, Tony",37y 283d,50 (23-0-27 46.00%),,←,
