Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",17,3,10,27,,,,2.0,1.0,7.0,7.0,8.0,1.0,1.0,,17.0,13.0,,1.0,8.0,,2.0,89.0
17,"Bruce, Josh",2,1,1,3,,,,2.0,,1.0,,1.0,2.0,,,4.0,,1.0,,4.0,,,53.0
36,"Cleary, Luke",5,2,3,8,,,,1.0,4.0,,1.0,,,,,2.0,7.0,,,6.0,,,76.0
31,"Dale, Bailey",31,8,6,37,1,,,2.0,11.0,4.0,2.0,9.0,,2.0,,7.0,27.0,1.0,,2.0,,,87.0
35,"Daniel, Caleb",5,2,7,12,,,,1.0,1.0,1.0,1.0,1.0,,,,3.0,11.0,,,3.0,,,76.0
15,"Duryea, Taylor",8,5,5,13,,,,4.0,3.0,,1.0,2.0,,,,2.0,8.0,,,5.0,,,91.0
44,"English, Tim",14,8,11,25,2,,33.0,5.0,2.0,7.0,5.0,5.0,,,2.0,15.0,14.0,1.0,1.0,8.0,1.0,,84.0
43,"Gardner, Ryan",5,2,2,7,,,,,3.0,,,4.0,,1.0,,3.0,5.0,,,6.0,,,100.0
39,"Johannisen, Jason",13,5,4,17,1,,,4.0,5.0,3.0,,3.0,,,,,13.0,,,1.0,1.0,1.0,73.0
42 ↓,"Keath, Alex",1,2,3,4,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,30.0
21,"Liberatore, Tom",12,4,23,35,,,,5.0,,3.0,10.0,4.0,1.0,2.0,,20.0,17.0,,,2.0,,2.0,81.0
7,"Lobb, Rory",4,3,7,11,,2.0,12.0,3.0,,1.0,,2.0,,,,6.0,5.0,1.0,1.0,5.0,,,84.0
11,"Macrae, Jack",16,2,16,32,,,,6.0,2.0,2.0,9.0,2.0,,1.0,,16.0,14.0,,,2.0,,,80.0
33,"Naughton, Aaron",6,5,3,9,1,1.0,,2.0,,2.0,,2.0,,1.0,,4.0,5.0,4.0,3.0,1.0,,,92.0
25,"Poulter, Caleb",5,2,6,11,,,,5.0,,1.0,,2.0,,1.0,,3.0,8.0,,,2.0,,1.0,81.0
28,"Scott, Anthony",11,3,9,20,,2.0,,6.0,,3.0,3.0,1.0,2.0,,,8.0,11.0,2.0,2.0,2.0,,,89.0
6,"Smith, Bailey",6,3,16,22,1,,,1.0,,2.0,2.0,2.0,,,,3.0,18.0,,1.0,1.0,,,79.0
1,"Treloar, Adam",20,2,14,34,2,,,7.0,4.0,7.0,7.0,4.0,3.0,1.0,1.0,15.0,17.0,,,1.0,,,84.0
2,"Ugle-Hagan, Jamarra",6,5,2,8,,1.0,,,,1.0,,2.0,,,,2.0,6.0,2.0,3.0,1.0,,,82.0
23,"Vandermeer, Laitham",8,4,7,15,,2.0,,1.0,,5.0,,3.0,,1.0,,4.0,11.0,,2.0,,,1.0,78.0
3,"Weightman, Cody",8,3,1,9,1,2.0,,2.0,,1.0,,1.0,,1.0,,4.0,6.0,,2.0,2.0,,,78.0
14 ↑,"West, Rhylee",3,,8,11,1,1.0,,5.0,,1.0,,1.0,1.0,,,5.0,6.0,,,2.0,,1.0,56.0
34,"Williams, Bailey",11,4,3,14,,,,2.0,7.0,4.0,3.0,1.0,,1.0,,6.0,8.0,,,1.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,78,167,384,10,13.0,45.0,67.0,44.0,57.0,51.0,60.0,10.0,13.0,3.0,151.0,232.0,12.0,16.0,65.0,2.0,8.0,
Opposition,Opposition,218,79,191,409,11,12.0,38.0,87.0,46.0,56.0,35.0,66.0,13.0,10.0,3.0,144.0,254.0,8.0,12.0,49.0,10.0,9.0,
