Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",7,4.0,2,9,,1.0,,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,3.0,6,,2.0,1.0,,3.0,80.0
21,"Barlow, Michael",13,6.0,9,22,,,3.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,,7.0,14,,,,,,85.0
30,"Clarke, Zac",1,2.0,6,7,,,5.0,1.0,,,,1.0,,,,1.0,6,,,1.0,,,47.0
3,"Dawson, Zac",4,8.0,11,15,,,,3.0,,,,4.0,,1.0,,4.0,11,1.0,,12.0,,,96.0
7,"Fyfe, Nat",6,4.0,9,15,,,4.0,2.0,,2.0,2.0,3.0,,2.0,,12.0,3,2.0,,,,,86.0
12,"Griffin, Jonathon",2,,5,7,,,14.0,2.0,,,2.0,1.0,2.0,1.0,,3.0,4,,,5.0,,,73.0
32,"Hill, Stephen",6,2.0,6,12,,,,3.0,1.0,3.0,,2.0,,,,3.0,9,,,,,,88.0
5,"Ibbotson, Garrick",15,7.0,7,22,,,,3.0,5.0,,,1.0,1.0,1.0,,7.0,14,,,1.0,1.0,,97.0
23,"Mayne, Chris",5,3.0,5,10,,2.0,,,,,,2.0,1.0,1.0,,6.0,4,1.0,2.0,,1.0,,86.0
16,"Mundy, David",10,2.0,11,21,,,,3.0,3.0,1.0,2.0,3.0,,1.0,,10.0,11,,,,,,82.0
13,"Mzungu, Tendai",6,2.0,6,12,,,,2.0,3.0,1.0,,1.0,,1.0,,,12,,,4.0,1.0,,73.0
27,"Neale, Lachie",13,4.0,19,32,,,,4.0,4.0,1.0,6.0,2.0,1.0,,,13.0,18,,,,,,71.0
29,"Pavlich, Matthew",5,4.0,1,6,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,5,1.0,2.0,1.0,,,85.0
46,"Pearce, Clancee",19,8.0,9,28,,,,1.0,4.0,2.0,,6.0,,1.0,,7.0,19,,,4.0,,,89.0
6,"Pearce, Danyle",9,2.0,7,16,,1.0,,4.0,2.0,5.0,1.0,1.0,,,,4.0,12,,,,,1.0,79.0
11,"Sheridan, Tom",20,11.0,7,27,,,,3.0,3.0,,1.0,2.0,,1.0,,5.0,18,,,,1.0,,91.0
34,"Spurr, Lee",15,9.0,2,17,,,,2.0,2.0,,3.0,6.0,1.0,2.0,,4.0,13,,,1.0,,,91.0
8,"Suban, Nick",11,3.0,4,15,1.0,,,3.0,2.0,1.0,3.0,3.0,2.0,,,5.0,10,,,2.0,,,78.0
33,"Sutcliffe, Cam",15,8.0,6,21,,1.0,,2.0,6.0,,,3.0,1.0,1.0,,5.0,14,,,4.0,1.0,,98.0
20,"Taberner, Matthew",4,4.0,4,8,1.0,1.0,,1.0,,2.0,,2.0,,2.0,,4.0,4,1.0,2.0,1.0,,,69.0
10,"Walters, Michael",9,4.0,4,13,1.0,1.0,,4.0,,5.0,1.0,4.0,2.0,1.0,,6.0,8,,1.0,2.0,1.0,1.0,82.0
14,"Weller, Lachie",3,1.0,2,5,1.0,,,4.0,,1.0,,,1.0,,,3.0,2,,,1.0,,,74.0
Totals,Totals,198,98.0,142,340,5.0,8.0,26.0,55.0,40.0,30.0,24.0,54.0,14.0,19.0,,113.0,217,6.0,9.0,40.0,6.0,5.0,
Opposition,Opposition,250,116.0,248,498,15.0,13.0,28.0,62.0,24.0,57.0,35.0,45.0,19.0,14.0,6.0,157.0,347,14.0,15.0,49.0,12.0,9.0,
