Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",11,1,5,16,,1.0,,,2.0,2.0,1.0,1.0,,,,3.0,13.0,,,2.0,,1.0,82.0
31,"Fritsch, Bayley",13,9,6,19,1,,,3.0,1.0,3.0,,1.0,3.0,,,6.0,12.0,1.0,2.0,1.0,,1.0,72.0
11,"Gawn, Max",7,3,10,17,1,,33.0,1.0,,,2.0,7.0,1.0,4.0,,12.0,5.0,2.0,1.0,2.0,,,88.0
19,"Hannan, Mitch",6,2,2,8,2,,,1.0,,2.0,,2.0,,1.0,,,7.0,,,1.0,,1.0,71.0
4,"Harmes, James",5,2,10,15,1,1.0,,5.0,,2.0,,2.0,,2.0,,4.0,12.0,,,,,,69.0
14,"Hibberd, Michael",7,3,9,16,,,,2.0,6.0,,,3.0,2.0,1.0,,4.0,12.0,,,3.0,,,84.0
1,"Hogan, Jesse",5,3,12,17,,1.0,,3.0,1.0,1.0,,5.0,1.0,3.0,,8.0,11.0,,1.0,3.0,,1.0,91.0
39,"Jetta, Neville",5,,5,10,,,,2.0,3.0,,,1.0,1.0,1.0,,7.0,4.0,,,7.0,,,80.0
2,"Jones, Nathan",6,3,20,26,,,,4.0,,2.0,3.0,1.0,,,,10.0,16.0,,,1.0,,,83.0
6,"Lewis, Jordan",22,9,11,33,,,,,8.0,2.0,,3.0,1.0,1.0,,8.0,21.0,,,1.0,,,94.0
28,"McDonald, Oscar",6,4,3,9,,,,1.0,4.0,,,3.0,,2.0,,3.0,4.0,,,3.0,,,68.0
25,"McDonald, Tom",9,8,7,16,6,,,3.0,,,1.0,,1.0,,,10.0,6.0,4.0,5.0,3.0,,2.0,93.0
18,"Melksham, Jake",8,4,4,12,,1.0,,2.0,,4.0,1.0,1.0,1.0,,,5.0,9.0,,2.0,1.0,,1.0,80.0
30,"Neal-Bullen, Alex",7,3,12,19,1,1.0,,6.0,,3.0,2.0,2.0,1.0,2.0,,9.0,13.0,,1.0,,,2.0,82.0
13,"Oliver, Clayton",13,4,18,31,1,,,10.0,3.0,4.0,6.0,5.0,2.0,,,15.0,18.0,,,2.0,,,80.0
21,"Pedersen, Cameron",5,3,6,11,,,2.0,2.0,1.0,1.0,1.0,3.0,2.0,,,7.0,4.0,2.0,,4.0,,,90.0
5,"Petracca, Christian",10,4,5,15,,,,1.0,2.0,6.0,3.0,2.0,,1.0,,7.0,10.0,,,1.0,,1.0,77.0
3,"Salem, Christian",12,3,4,16,,,,4.0,2.0,2.0,1.0,2.0,,1.0,,7.0,8.0,,,1.0,,,80.0
44,"Smith, Joel",7,5,9,16,,,,6.0,4.0,1.0,,2.0,2.0,,,6.0,11.0,2.0,,8.0,,,90.0
9,"Spargo, Charlie",5,4,7,12,,1.0,,7.0,1.0,2.0,1.0,2.0,,,,3.0,9.0,,,1.0,1.0,,76.0
23,"Vince, Bernie",7,3,7,14,,,,1.0,3.0,,,5.0,,2.0,,3.0,10.0,,,1.0,1.0,,92.0
7,"Viney, Jack",9,3,14,23,1,,,4.0,,5.0,4.0,2.0,,,,11.0,12.0,,,2.0,,1.0,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,83,186,371,14,7.0,35.0,68.0,41.0,42.0,26.0,55.0,18.0,21.0,,148.0,227.0,11.0,12.0,48.0,2.0,11.0,
Opposition,Opposition,222,100,166,388,20,13.0,47.0,71.0,26.0,63.0,45.0,52.0,21.0,18.0,6.0,141.0,245.0,12.0,19.0,44.0,17.0,20.0,
