Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",11,4,7,18,,,,,,3.0,3.0,2.0,,,,7.0,13.0,,,5.0,4.0,,77.0
5 ↑,"Bruhn, Tanner",1,,,1,,,,2.0,,,1.0,,,,,1.0,,,,,,,23.0
3,"Coniglio, Stephen",9,2,2,11,,,,6.0,1.0,2.0,2.0,4.0,1.0,2.0,,6.0,7.0,,1.0,3.0,,,73.0
13 ↓,"Cumming, Isaac",11,2,5,16,,,,2.0,4.0,2.0,1.0,3.0,,1.0,,6.0,5.0,,,1.0,,1.0,60.0
24,"de Boer, Matt",3,,6,9,,1.0,,1.0,1.0,1.0,,2.0,,1.0,,6.0,3.0,,,1.0,,1.0,77.0
4,"Greene, Toby",9,1,1,10,3,1.0,,3.0,,5.0,1.0,5.0,3.0,3.0,,8.0,4.0,,,2.0,,,89.0
12,"Green, Tom",2,2,10,12,,,,1.0,1.0,,1.0,2.0,1.0,,,6.0,6.0,,,3.0,,1.0,56.0
19,"Haynes, Nick",14,11,3,17,,,,2.0,7.0,1.0,,1.0,,,,3.0,14.0,,,2.0,,,87.0
27,"Himmelberg, Harry",5,3,5,10,2,,,1.0,,2.0,1.0,1.0,,,,5.0,5.0,1.0,1.0,,,,89.0
23,"Hogan, Jesse",9,8,1,10,2,2.0,,2.0,,2.0,,1.0,,1.0,,6.0,3.0,6.0,5.0,,,2.0,81.0
2,"Hopper, Jacob",11,2,12,23,,1.0,,9.0,1.0,2.0,3.0,2.0,1.0,1.0,,9.0,14.0,,,2.0,,,77.0
39,"Idun, Connor",9,8,2,11,,,,1.0,3.0,,,1.0,,1.0,,1.0,9.0,,,1.0,,,82.0
22,"Kelly, Josh",15,1,13,28,,1.0,,6.0,2.0,6.0,9.0,3.0,1.0,1.0,,13.0,18.0,,,2.0,,,82.0
38,"Lloyd, Daniel",10,6,3,13,1,1.0,,1.0,,4.0,,1.0,,1.0,,4.0,8.0,,,1.0,,,81.0
41,"Mumford, Shane",6,2,8,14,,,36.0,3.0,2.0,2.0,5.0,3.0,5.0,2.0,,10.0,4.0,1.0,,3.0,,,85.0
36,"Perryman, Harry",22,5,7,29,,,,1.0,10.0,2.0,6.0,2.0,3.0,,,13.0,17.0,,,2.0,,,88.0
50,"Reid, Sam",4,,5,9,,,,2.0,2.0,1.0,,4.0,,,,4.0,4.0,,,2.0,,,76.0
28,"Sproule, Zach",6,7,5,11,2,,3.0,4.0,2.0,,,3.0,,2.0,,4.0,7.0,2.0,2.0,2.0,,1.0,78.0
42,"Stein, Jake",9,6,4,13,,,,3.0,4.0,,,2.0,1.0,,,5.0,8.0,1.0,,8.0,,,88.0
14,"Taranto, Tim",16,5,9,25,1,,,5.0,3.0,7.0,5.0,4.0,2.0,,,9.0,14.0,,,2.0,,,86.0
15,"Taylor, Sam",10,6,2,12,,,,4.0,7.0,1.0,,1.0,2.0,1.0,,6.0,5.0,2.0,,13.0,,,96.0
8,"Ward, Callan",11,5,8,19,,,,1.0,,2.0,5.0,1.0,,1.0,,10.0,10.0,,,3.0,,,79.0
6,"Whitfield, Lachie",14,4,7,21,,,,4.0,5.0,1.0,,3.0,,,,4.0,13.0,,,3.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,90,125,342,11,8.0,39.0,64.0,55.0,46.0,43.0,51.0,20.0,18.0,,146.0,191.0,13.0,9.0,61.0,4.0,6.0,
Opposition,Opposition,202,86,130,332,10,13.0,45.0,68.0,34.0,65.0,35.0,55.0,18.0,20.0,,133.0,190.0,14.0,15.0,57.0,5.0,7.0,
