Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Adams, Marcus",14.0,8.0,3.0,17.0,,,,,3.0,2.0,1.0,2.0,,2.0,,7.0,10.0,1.0,,12.0,,,96.0
4,"Ah Chee, Callum",2.0,2.0,6.0,8.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,5.0,3.0,,1.0,,,,71.0
31,"Andrews, Harris",8.0,8.0,4.0,12.0,,,,1.0,3.0,2.0,,3.0,,3.0,,4.0,7.0,2.0,,9.0,,,100.0
43,"Answerth, Noah",10.0,5.0,8.0,18.0,,,,1.0,5.0,1.0,2.0,6.0,1.0,1.0,,10.0,9.0,1.0,,3.0,,,83.0
33,"Bailey, Zac",14.0,4.0,5.0,19.0,3.0,,,2.0,3.0,4.0,1.0,5.0,,1.0,,7.0,10.0,1.0,1.0,1.0,1.0,,76.0
7,"Berry, Jarrod",5.0,2.0,2.0,7.0,1.0,,,4.0,2.0,2.0,,3.0,,1.0,,3.0,3.0,,1.0,1.0,,1.0,75.0
13,"Berry, Tom",,,,,,,,,,,,,,,,,,,,,,,
23,"Cameron, Charlie",7.0,3.0,1.0,8.0,4.0,1.0,,3.0,,1.0,1.0,2.0,1.0,1.0,,3.0,5.0,1.0,2.0,1.0,,,91.0
18,"Coleman, Keidean",12.0,7.0,4.0,16.0,1.0,,,2.0,1.0,2.0,1.0,,,,,4.0,12.0,,,2.0,,,79.0
32,"Fort, Darcy",10.0,,3.0,13.0,,,19.0,1.0,3.0,3.0,4.0,6.0,1.0,2.0,,13.0,1.0,,,2.0,,,77.0
27,"Gardiner, Darcy",5.0,3.0,4.0,9.0,,,,1.0,4.0,,,1.0,1.0,,,3.0,6.0,1.0,,2.0,,,80.0
30,"Hipwood, Eric",6.0,4.0,5.0,11.0,,1.0,,,,2.0,1.0,2.0,1.0,1.0,,8.0,4.0,3.0,1.0,7.0,,4.0,80.0
17,"Lyons, Jarryd",11.0,3.0,13.0,24.0,1.0,,,7.0,,4.0,8.0,4.0,2.0,1.0,,16.0,8.0,,,3.0,,1.0,78.0
11,"McCarthy, Lincoln",7.0,3.0,2.0,9.0,1.0,,,5.0,,4.0,,1.0,,,,5.0,5.0,1.0,,1.0,,,84.0
6,"McCluggage, Hugh",15.0,3.0,7.0,22.0,,1.0,,5.0,,4.0,3.0,5.0,2.0,3.0,1.0,10.0,12.0,,,,,3.0,79.0
46,"McInerney, Oscar",5.0,1.0,6.0,11.0,1.0,,40.0,7.0,,4.0,4.0,1.0,3.0,,,8.0,3.0,,,4.0,,1.0,89.0
9,"Neale, Lachie",16.0,7.0,20.0,36.0,1.0,,,1.0,1.0,4.0,7.0,6.0,2.0,2.0,3.0,19.0,15.0,,,,,,85.0
40,"Payne, Jack",4.0,2.0,2.0,6.0,,1.0,,3.0,,1.0,,,2.0,,,4.0,2.0,,1.0,2.0,,,81.0
20,"Prior, Jaxon",12.0,2.0,4.0,16.0,,1.0,,1.0,1.0,2.0,,3.0,1.0,,,5.0,10.0,,,1.0,,,73.0
16,"Rayner, Cam",11.0,3.0,3.0,14.0,1.0,,,3.0,1.0,5.0,3.0,6.0,,4.0,,6.0,8.0,,,1.0,,,80.0
10,"Rich, Daniel",20.0,4.0,6.0,26.0,,,,2.0,6.0,2.0,1.0,4.0,1.0,1.0,,3.0,15.0,,,,,1.0,83.0
37,"Starcevich, Brandon",9.0,1.0,6.0,15.0,,,,5.0,3.0,2.0,2.0,1.0,2.0,,,8.0,7.0,,,1.0,,,79.0
15,"Zorko, Dayne",21.0,5.0,5.0,26.0,2.0,,,4.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,11.0,12.0,,,,1.0,1.0,81.0
Totals,Totals,224.0,80.0,119.0,343.0,16.0,6.0,59.0,59.0,43.0,57.0,45.0,68.0,22.0,26.0,6.0,162.0,167.0,11.0,7.0,53.0,2.0,12.0,
Opposition,Opposition,206.0,71.0,147.0,353.0,9.0,12.0,34.0,73.0,40.0,53.0,42.0,59.0,28.0,22.0,,149.0,195.0,5.0,8.0,51.0,1.0,7.0,
