Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",14,5,11,25,1,,,,,,,,,2.0,,,,,,,,,
22,"Bain, David",14,4,16,30,,,,,,,,,,1.0,,,,,,,,,
40,"Davidson, Peter",9,5,11,20,,,,1.0,,,,,2.0,,,,,,,,,,
4,"Gastev, John",21,6,15,36,1,,,3.0,,,,,1.0,,3.0,,,,,,,,
5,"Hardie, Brad",10,2,8,18,,,,,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",,1,5,5,,,,2.0,,,,,,,,,,,,,,,
9,"Ishchenko, Alex",5,8,12,17,,,5.0,,,,,,1.0,2.0,,,,,,,,,
17,"Leslie, Martin",14,12,18,32,,,,,,,,,2.0,,1.0,,,,,,,,
7,"McIvor, Scott",10,5,5,15,2,,,4.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",10,9,10,20,,2.0,,,,,,,4.0,1.0,,,,,,,,,
31,"OKeeffe, David",10,5,5,15,1,2.0,,1.0,,,,,,3.0,,,,,,,,,
3,"Reynoldson, Steve",5,4,10,15,,,,1.0,,,,,2.0,,,,,,,,,,
8,"Richardson, Michael",17,4,10,27,2,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
27,"Roberts, Mark",11,7,10,21,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
29,"Taylor, Andrew",6,2,3,9,1,,,,,,,,,,,,,,,,,,
18,"Walsh, Phil",17,5,14,31,,,,1.0,,,,,,1.0,,,,,,,,,
46,"Wearne, David",14,3,12,26,,,,,,,,,1.0,,,,,,,,,,
48,"Windsor, Ray",9,3,3,12,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
37,"Withers, Mark",15,1,11,26,,,,,,,,,3.0,1.0,,,,,,,,,
21,"Zanotti, Mark",12,3,9,21,,,,,,,,,2.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,94,198,421,9,6.0,6.0,17.0,,,,,24.0,19.0,4.0,,,,,,,,
Opposition,Opposition,213,55,102,315,10,13.0,19.0,16.0,,,,,19.0,24.0,2.0,,,,,,,,
