Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
16,"Bramble, Lachlan",24y 39d,15 (5-2-8 40.00%),1 (0.07),←,
22,"Breust, Luke",31y 198d,249 (159-2-88 64.26%),460 (1.85),←,
30,"Butler, Sam",19y 107d,3 (1-0-2 33.33%),3 (1.00),←,
12,"Day, Will",20y 357d,24 (6-0-18 25.00%),1 (0.04),←,
8,"Frost, Sam",28y 273d,140 (52-2-86 37.86%),9 (0.06),49 (16-2-31 34.69%),1 (0.02)
24,"Grainger-Barras, Denver",20y 41d,15 (6-1-8 43.33%),,←,
15,"Hardwick, Blake",25y 112d,113 (52-2-59 46.90%),6 (0.05),←,
17,"Howe, Daniel",26y 175d,92 (46-3-43 51.63%),21 (0.23),←,
4,"Impey, Jarman",26y 323d,142 (69-0-73 48.59%),55 (0.39),67 (29-0-38 43.28%),21 (0.31)
9,"Jiath, Changkuoth",22y 349d,30 (10-0-20 33.33%),,←,
23,"Koschitzke, Jacob",21y 321d,27 (8-2-17 33.33%),39 (1.44),←,
2,"Lewis, Mitch",23y 226d,44 (16-2-26 38.64%),70 (1.59),←,
31,"Macdonald, Connor",19y 135d,10 (3-0-7 30.00%),5 (0.50),←,
32,"Maginness, Finn",21y 94d,12 (3-0-9 25.00%),2 (0.17),←,
3,"Mitchell, Tom",28y 362d,160 (83-3-74 52.81%),75 (0.47),95 (41-3-51 44.74%),37 (0.39)
13,"Moore, Dylan",22y 297d,41 (13-1-27 32.93%),48 (1.17),←,
1,"Morrison, Harry",23y 197d,67 (29-1-37 44.03%),15 (0.22),←,
11,"Nash, Conor",23y 304d,39 (18-1-20 47.44%),14 (0.36),←,
44,"Newcombe, Jai",20y 299d,18 (7-2-9 44.44%),4 (0.22),←,
14,"Scrimshaw, Jack",23y 266d,57 (19-1-37 34.21%),4 (0.07),53 (19-1-33 36.79%),4 (0.08)
26,"Shiels, Liam",31y 29d,249 (155-3-91 62.85%),87 (0.35),←,
6,"Sicily, James",27y 142d,104 (54-1-49 52.40%),58 (0.56),←,
20,"Wingard, Chad",28y 303d,202 (98-2-102 49.01%),288 (1.43),55 (22-1-32 40.91%),56 (1.02)
Totals,Totals,24y 183d,1853 (912-31-910 49.22%),1265 (0.68),,
C,"Mitchell, Sam",39y 228d,11 (4-0-7 36.36%),,←,
