Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
22,"Blakey, Nick",23y 54d,84 (44-0-40 52.38%),34 (0.40),←,
16,"Campbell, Braeden",21y 77d,31 (19-0-12 61.29%),4 (0.13),←,
4,"Clarke, Ryan",25y 309d,82 (35-0-47 42.68%),16 (0.20),42 (18-0-24 42.86%),8 (0.19)
7,"Cunningham, Harry",29y 137d,167 (99-0-68 59.28%),50 (0.30),←,
13,"Florent, Oliver",24y 274d,124 (67-0-57 54.03%),39 (0.31),←,
42,"Fox, Robbie",30y 6d,70 (34-0-36 48.57%),8 (0.11),←,
10,"Francis, Aaron",25y 255d,55 (24-1-30 44.55%),12 (0.22),1 (0-0-1 0.00%),
17,"Gould, Will",22y 98d,2 (1-0-1 50.00%),,←,
21,"Gulden, Errol",20y 278d,49 (33-0-16 67.35%),34 (0.69),←,
9,"Hayward, Will",24y 178d,120 (66-0-54 55.00%),140 (1.17),←,
5,"Heeney, Isaac",26y 352d,160 (102-0-58 63.75%),204 (1.27),←,
19,"Ladhams, Peter",25y 98d,49 (32-0-17 65.31%),24 (0.49),17 (10-0-7 58.82%),3 (0.18)
44,"Lloyd, Jake",29y 214d,206 (127-0-79 61.65%),34 (0.17),←,
6,"McDonald, Logan",21y 18d,30 (21-0-9 70.00%),35 (1.17),←,
27,"McInerney, Justin",22y 247d,59 (35-0-24 59.32%),20 (0.34),←,
2,"McLean, Hayden",24y 92d,35 (18-0-17 51.43%),28 (0.80),←,
14,"Mills, Callum",26y 20d,141 (81-0-60 57.45%),23 (0.16),←,
11,"Papley, Tom",26y 283d,147 (86-0-61 58.50%),236 (1.61),←,
26,"Parker, Luke",30y 179d,266 (165-1-100 62.22%),191 (0.72),←,
34,"Roberts, Matt",19y 265d,6 (4-0-2 66.67%),,←,
8,"Rowbottom, James",22y 215d,75 (40-0-35 53.33%),24 (0.32),←,
3,"Stephens, Dylan",22y 104d,36 (21-0-15 58.33%),11 (0.31),←,
1,"Warner, Chad",21y 338d,45 (28-0-17 62.22%),31 (0.69),←,
Totals,Totals,24y 241d,2039 (1182-2-855 57.97%),1198 (0.59),,
C,"Longmire, John",52y 112d,289 (180-2-107 62.63%),,←,
