St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",23y 339d,58 (30-1-27 52.59%),35 (0.60),←,
27,"Blake, Jason",31y 66d,207 (115-5-87 56.76%),35 (0.17),←,
35,"Cripps, Jamie",20y 27d,10 (4-0-6 40.00%),11 (1.10),←,
26,"Dal Santo, Nick",28y 88d,224 (132-5-87 60.04%),123 (0.55),←,
24,"Dempster, Sean",28y 121d,127 (76-3-48 61.02%),17 (0.13),73 (41-3-29 58.22%),9 (0.12)
14,"Geary, Jarryn",23y 332d,60 (42-0-18 70.00%),12 (0.20),←,
19,"Gilbert, Sam",25y 275d,118 (74-4-40 64.41%),22 (0.19),←,
18,"Goddard, Brendon",27y,193 (120-3-70 62.95%),96 (0.50),←,
1,"Gram, Jason",28y 23d,143 (86-4-53 61.54%),65 (0.45),141 (85-4-52 61.70%),65 (0.46)
7,"Hayes, Lenny",32y 127d,249 (126-6-117 51.81%),84 (0.34),←,
4,"Jones, Clinton",28y 108d,105 (70-4-31 68.57%),29 (0.28),←,
23,"Koschitzke, Justin",29y 243d,183 (103-3-77 57.10%),231 (1.26),←,
37,"Maister, Beau",26y 61d,26 (7-0-19 26.92%),4 (0.15),3 (2-0-1 66.67%),3 (1.00)
32,"Milera, Terry",24y 133d,8 (4-0-4 50.00%),8 (1.00),←,
44,"Milne, Stephen",32y 73d,244 (133-5-106 55.53%),506 (2.07),←,
11,"Montagna, Leigh",28y 200d,177 (110-4-63 63.28%),103 (0.58),←,
22,"Ray, Farren",26y 58d,149 (87-4-58 59.73%),49 (0.33),74 (52-3-19 72.30%),17 (0.23)
12,"Riewoldt, Nick",29y 216d,227 (125-5-97 56.17%),492 (2.17),←,
21,"Saad, Ahmed",22y 224d,3 (1-0-2 33.33%),4 (1.33),←,
31,"Simpkin, Tom",21y 287d,9 (5-0-4 55.56%),,←,
28,"Stanley, Rhys",21y 171d,17 (12-0-5 70.59%),14 (0.82),←,
3,"Steven, Jack",22y 53d,38 (21-1-16 56.58%),30 (0.79),←,
Totals,Totals,26y 163d,2575 (1483-57-1035 57.59%),1970 (0.77),,
C,"Watters, Scott",43y 116d,8 (4-0-4 50.00%),,←,
