Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",27y 215d,198 (82-3-113 42.17%),318 (1.61),14 (7-0-7 50.00%),28 (2.00)
16,"Brown, Luke",21y 280d,38 (19-0-19 50.00%),2 (0.05),←,
2,"Crouch, Brad",20y 166d,17 (8-0-9 47.06%),5 (0.29),←,
32,"Dangerfield, Patrick",24y 85d,123 (63-0-60 51.22%),139 (1.13),←,
26,"Douglas, Richard",27y 143d,147 (75-0-72 51.02%),104 (0.71),←,
24,"Jacobs, Sam",26y 80d,96 (48-0-48 50.00%),21 (0.22),79 (41-0-38 51.90%),18 (0.23)
10,"Jaensch, Matthew",24y 284d,59 (27-0-32 45.76%),23 (0.39),←,
4,"Jenkins, Josh",25y 141d,40 (22-0-18 55.00%),62 (1.55),←,
27,"Lynch, Tom",23y 287d,33 (19-0-14 57.58%),46 (1.39),27 (15-0-12 55.56%),42 (1.56)
31,"Lyons, Jarryd",21y 342d,18 (9-0-9 50.00%),7 (0.39),←,
36,"Martin, Brodie",25y 235d,27 (13-0-14 48.15%),6 (0.22),←,
22,"Otten, Andy",25y 45d,74 (38-0-36 51.35%),18 (0.24),←,
1,"Podsiadly, James",32y 292d,97 (69-0-28 71.13%),186 (1.92),14 (7-0-7 50.00%),17 (1.21)
40,"Porplyzia, Jason",29y 214d,129 (75-0-54 58.14%),181 (1.40),←,
3,"Reilly, Brent",30y 229d,202 (111-0-91 54.95%),52 (0.26),←,
9,"Sloane, Rory",24y 104d,92 (48-0-44 52.17%),53 (0.58),←,
33,"Smith, Brodie",22y 166d,68 (37-0-31 54.41%),16 (0.24),←,
12,"Talia, Daniel",22y 270d,68 (38-0-30 55.88%),4 (0.06),←,
6,"Thompson, Luke",23y 141d,15 (4-0-11 26.67%),2 (0.13),←,
5,"Thompson, Scott",31y 107d,259 (142-0-117 54.83%),150 (0.58),220 (124-0-96 56.36%),133 (0.60)
13,"Walker, Taylor",24y 65d,76 (39-0-37 51.32%),175 (2.30),←,
11,"Wright, Matthew",24y 197d,71 (37-0-34 52.11%),51 (0.72),←,
Totals,Totals,25y 169d,1947 (1023-3-921 52.54%),1621 (0.83),,
C,"Sanderson, Brenton",40y 122d,61 (35-0-26 57.38%),,←,
