St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",25y 259d,86 (60-0-26 69.77%),79 (0.92),3 (2-0-1 66.67%),5 (1.67)
16,"Arceri, Mark",28y 174d,91 (44-0-47 48.35%),133 (1.46),4 (3-0-1 75.00%),5 (1.25)
30,"Bingham, Lawrence",23y 324d,15 (9-0-6 60.00%),,12 (8-0-4 66.67%),
21,"Bourke, Darren",23y 23d,4 (3-0-1 75.00%),6 (1.50),←,
18,"Bowey, Brett",23y 321d,70 (33-0-37 47.14%),74 (1.06),←,
3,"Burke, Nathan",23y 70d,124 (56-1-67 45.56%),36 (0.29),←,
8,"Devonport, Craig",23y 80d,60 (31-0-29 51.67%),67 (1.12),←,
10,"Everitt, Peter",18y 349d,4 (3-0-1 75.00%),7 (1.75),←,
36,"Fode, Gordon",21y 255d,30 (11-0-19 36.67%),5 (0.17),←,
2,"Frawley, Danny",29y 221d,191 (67-1-123 35.34%),13 (0.07),←,
27,"Greig, Dean",24y 168d,24 (15-0-9 62.50%),5 (0.21),←,
35,"Harvey, Robert",21y 239d,85 (44-1-40 52.35%),57 (0.67),←,
23,"Loewe, Stewart",24y 329d,144 (61-1-82 42.71%),196 (1.36),←,
5,"McAdam, Gilbert",26y 18d,41 (25-1-15 62.20%),44 (1.07),←,
12,"Morris, Russell",30y 320d,143 (103-2-38 72.73%),75 (0.52),50 (32-1-17 65.00%),23 (0.46)
29,"Peckett, Justin",20y 194d,5 (4-0-1 80.00%),,←,
13,"Ralphsmith, Sean",26y 124d,30 (18-1-11 61.67%),8 (0.27),26 (16-1-9 63.46%),5 (0.19)
37,"Rice, Dean",25y 31d,106 (43-1-62 41.04%),36 (0.34),←,
31,"Shanahan, Jamie",25y 132d,26 (17-0-9 65.38%),,←,
7,"Winmar, Nicky",27y 204d,124 (56-0-68 45.16%),185 (1.49),←,
Totals,Totals,24y 265d,1403 (703-9-691 50.11%),1026 (0.73),,
C,"Sheldon, Ken",33y 107d,73 (41-1-31 56.85%),,←,
