Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",22y 24d,52 (34-0-18 65.38%),27 (0.52),18 (10-0-8 55.56%),7 (0.39)
21,"Brown, David",27y 307d,83 (38-1-44 46.39%),66 (0.80),14 (7-0-7 50.00%),11 (0.79)
26,"Burgoyne, Peter",19y 185d,12 (7-0-5 58.33%),12 (1.00),←,
42,"Carr, Tom",19y 47d,2 (1-0-1 50.00%),,←,
36,"Carter, Stephen",23y 178d,10 (6-0-4 60.00%),,←,
6,"Cummings, Scott",23y 196d,57 (35-2-20 63.16%),141 (2.47),17 (10-0-7 58.82%),58 (3.41)
28,"Daniels, Stephen",20y 333d,6 (4-0-2 66.67%),,←,
19,"Dickie, Donald",25y 86d,18 (10-0-8 55.56%),5 (0.28),←,
25,"Eagleton, Nathan",18y 265d,14 (8-0-6 57.14%),8 (0.57),←,
10,"Francou, Josh",22y 360d,18 (10-0-8 55.56%),13 (0.72),←,
12,"Heaver, Brent",26y 48d,84 (57-1-26 68.45%),127 (1.51),8 (4-0-4 50.00%),9 (1.13)
39,"Heuskes, Adam",21y 135d,67 (35-0-32 52.24%),6 (0.09),18 (10-0-8 55.56%),
38,"James, Roger",21y 285d,14 (8-0-6 57.14%),5 (0.36),←,
20,"Lade, Brendon",21y 23d,18 (10-0-8 55.56%),9 (0.50),←,
22,"Lockwood, Bowen",19y 32d,12 (6-0-6 50.00%),8 (0.67),←,
33,"Mead, Darren",26y 126d,18 (10-0-8 55.56%),1 (0.06),←,
14,"Paxman, Stephen",26y 241d,120 (32-0-88 26.67%),18 (0.15),18 (10-0-8 55.56%),
30,"Poole, Darryl",25y 123d,9 (4-0-5 44.44%),8 (0.89),←,
2,"Primus, Matthew",22y 202d,38 (11-0-27 28.95%),10 (0.26),18 (10-0-8 55.56%),5 (0.28)
7,"Rombotis, John",20y 293d,33 (4-0-29 12.12%),21 (0.64),7 (2-0-5 28.57%),5 (0.71)
15,"Wilson, Michael",20y 254d,18 (10-0-8 55.56%),10 (0.56),←,
Totals,Totals,22y 230d,703 (340-4-359 48.36%),495 (0.70),,
C,"Cahill, John",57y 97d,65 (37-0-28 56.92%),,18 (10-0-8 55.56%),
