St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Dean",2,2,2,4,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Bardsley, Kristian",5,1,1,6,,,,,,,,,2.0,,,,,,,,,,
26,"Brown, Tony",7,5,2,9,,1.0,,,,,,,,,,,,,,,,,
3,"Burke, Nathan",20,6,5,25,,2.0,,4.0,,,,,1.0,3.0,,,,,,,,,
10,"Everitt, Peter",14,10,,14,2,4.0,3.0,,,,,,2.0,2.0,,,,,,,,,
2,"Frawley, Danny",4,3,9,13,,,,,,,,,1.0,,,,,,,,,,
35,"Harvey, Robert",7,4,10,17,,,,2.0,,,,,1.0,2.0,,,,,,,,,
29,"Jones, Austinn",2,,1,3,,,,,,,,,,,,,,,,,,,
17,"Keogh, Rod",13,2,3,16,1,,,2.0,,,,,,1.0,,,,,,,,,
23,"Loewe, Stewart",10,10,2,12,6,2.0,,1.0,,,,,,1.0,2.0,,,,,,,,
24,"Nugent, Glenn",2,,,2,,1.0,,1.0,,,,,,,,,,,,,,,
28,"OBrien, Craig",7,3,1,8,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
8,"Peckett, Justin",7,1,4,11,,,,1.0,,,,,1.0,,,,,,,,,,
41,"Pekin, Tim",5,,1,6,,,,,,,,,1.0,,,,,,,,,,
31,"Shanahan, Jamie",4,1,1,5,,,1.0,1.0,,,,,,,,,,,,,,,
13,"Sierakowski, David",7,3,3,10,,,2.0,1.0,,,,,4.0,1.0,,,,,,,,,
4,"Smith, Joel",12,4,4,16,,,1.0,,,,,,1.0,1.0,,,,,,,,,
19,"Sziller, Steven",4,,2,6,,,,2.0,,,,,,,,,,,,,,,
15,"Wakelin, Darryl",3,1,3,6,,,,2.0,,,,,3.0,,,,,,,,,,
12,"Wakelin, Shane",5,1,2,7,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,
7,"Winmar, Nicky",20,5,5,25,,,,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,160,62,61,221,10,15.0,8.0,19.0,,,,,21.0,15.0,2.0,,,,,,,,
Opposition,Opposition,225,105,123,348,23,13.0,24.0,18.0,,,,,15.0,21.0,4.0,,,,,,,,
