Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",12,2,16,28,,1.0,,3.0,,,,,2.0,,,,,,,,,,
18,"Cameron, Leon",13,6,7,20,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"Coleman, Glenn",14,5,1,15,4,1.0,3.0,1.0,,,,,2.0,2.0,,,,,,,,,
4,"Davies, Darren",5,3,,5,,1.0,,,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",17,3,6,23,,,,1.0,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",8,2,5,13,,,,3.0,,,,,1.0,1.0,,,,,,,,,
29,"Grant, Chris",14,8,3,17,4,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,
30,"Harrington, Tim",3,1,4,7,,,,2.0,,,,,,1.0,,,,,,,,,
7,"Hawkins, Doug",16,7,9,25,1,,,4.0,,,,,2.0,,2.0,,,,,,,,
43,"Hogg, Matthew",5,1,5,10,,,,1.0,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",9,2,7,16,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",13,2,9,22,1,1.0,,7.0,,,,,1.0,3.0,3.0,,,,,,,,
11,"McGuinness, Tony",14,,4,18,,,,1.0,,,,,,1.0,,,,,,,,,
40,"Moloney, Troy",4,,5,9,,,,,,,,,1.0,,,,,,,,,,
14,"Reynolds, Keenan",4,2,3,7,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
13,"Svilar, Michael",2,1,4,6,,,,2.0,,,,,2.0,2.0,,,,,,,,,
16,"Wallace, Terry",16,2,11,27,1,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,
24,"Wallis, Stephen",22,8,9,31,,,,1.0,,,,,,,,,,,,,,,
6,"Wigney, Stuart",11,11,7,18,1,,,1.0,,,,,,1.0,,,,,,,,,
15,"Wynd, Scott",9,1,5,14,,,8.0,,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,67,120,331,12,10.0,13.0,32.0,,,,,17.0,18.0,6.0,,,,,,,,
Opposition,Opposition,204,66,92,296,5,20.0,17.0,29.0,,,,,18.0,17.0,,,,,,,,,
