Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
10,"Ballard, Charlie",19y 341d,25 (4-0-21 16.00%),1 (0.04),←,
7,"Brodie, Will",20y 310d,16 (2-0-14 12.50%),2 (0.13),←,
12,"Day, Sam",26y 296d,112 (32-1-79 29.02%),76 (0.68),←,
17,"Ellis, Corey",22y 263d,29 (13-0-16 44.83%),7 (0.24),2 (0-0-2 0.00%),
8,"Fiorini, Brayden",21y 311d,39 (9-0-30 23.08%),13 (0.33),←,
1,"Hanley, Pearce",30y 226d,153 (44-0-109 28.76%),59 (0.39),24 (6-0-18 25.00%),1 (0.04)
5,"Harbrow, Jarrod",30y 346d,237 (84-2-151 35.86%),54 (0.23),167 (44-1-122 26.65%),33 (0.20)
20,"Hombsch, Jack",26y 114d,112 (53-0-59 47.32%),1 (0.01),14 (3-0-11 21.43%),
38,"Joyce, Jesse",21y 316d,59 (15-0-44 25.42%),2 (0.03),←,
34,"King, Ben",18y 357d,6 (0-0-6 0.00%),5 (0.83),←,
41,"Lukosius, Jack",18y 324d,13 (3-0-10 23.08%),3 (0.23),←,
44,"Macpherson, Darcy",21y 243d,31 (6-0-25 19.35%),16 (0.52),←,
4,"Martin, Jack",24y 151d,95 (25-1-69 26.84%),79 (0.83),←,
2,"Miles, Anthony",27y 121d,83 (39-0-44 46.99%),30 (0.36),12 (3-0-9 25.00%),5 (0.42)
11,"Miller, Touk",23y 127d,92 (20-1-71 22.28%),27 (0.29),←,
27,"Powell, Wil",19y 307d,19 (4-0-15 21.05%),9 (0.47),←,
18,"Scheer, Brad",20y 302d,11 (1-0-10 9.09%),2 (0.18),←,
6,"Sexton, Alex",25y 208d,111 (28-0-83 25.23%),96 (0.86),←,
24,"Swallow, David",26y 222d,131 (34-0-97 25.95%),64 (0.49),←,
14,"Weller, Lachie",23y 126d,79 (20-0-59 25.32%),21 (0.27),32 (6-0-26 18.75%),4 (0.13)
28,"Witts, Jarrod",26y 289d,94 (31-0-63 32.98%),24 (0.26),54 (13-0-41 24.07%),6 (0.11)
30,"Wright, Peter",22y 294d,63 (13-0-50 20.63%),81 (1.29),←,
Totals,Totals,23y 271d,1610 (480-5-1125 29.81%),672 (0.42),,
C,"Dew, Stuart",39y 315d,36 (7-0-29 19.44%),,←,
