Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Cotchin, Trent",5,1.0,6,11,,,,1.0,,2.0,4.0,3.0,2.0,1.0,,7,5,,,,,,67.0
32,"Cousins, Ben",6,2.0,9,15,1.0,,,7.0,,1.0,1.0,2.0,,1.0,,4,11,,1.0,,,,76.0
3,"Deledio, Brett",7,7.0,14,21,,1.0,,4.0,1.0,4.0,1.0,2.0,,1.0,,7,14,,,4.0,,,97.0
10,"Edwards, Shane",5,,6,11,,,,2.0,2.0,,,3.0,,,,3,9,,,,,,78.0
41,"Foley, Nathan",11,4.0,19,30,,,,1.0,3.0,3.0,2.0,4.0,,1.0,,8,22,,,2.0,5.0,,88.0
44,"Graham, Angus",4,3.0,2,6,,,20.0,5.0,1.0,,,1.0,1.0,,,2,4,,1.0,1.0,,,80.0
27,"Hislop, Tom",6,5.0,4,10,1.0,,,4.0,1.0,1.0,,4.0,1.0,3.0,,3,7,1.0,2.0,,,1.0,78.0
23,"Jackson, Daniel",15,4.0,12,27,,1.0,,7.0,2.0,,3.0,5.0,2.0,1.0,,11,17,,,,,,80.0
16,"McGuane, Luke",6,5.0,4,10,,,,,1.0,,1.0,3.0,,2.0,,4,5,1.0,,3.0,,,67.0
40,"Moore, Kelvin",10,3.0,8,18,,,,3.0,3.0,,,3.0,,1.0,,5,11,,,4.0,,,86.0
20,"Morton, Mitch",7,4.0,7,14,2.0,,,3.0,,2.0,,2.0,,2.0,,2,12,,1.0,,2.0,1.0,85.0
38,"Nahas, Robin",4,4.0,11,15,,,,5.0,,,2.0,,,,,5,11,,,,2.0,1.0,82.0
17,"Newman, Chris",15,3.0,9,24,,,,2.0,6.0,4.0,,1.0,,,,8,13,,,1.0,1.0,,83.0
22,"Oakley-Nicholls, Jarrad",2,1.0,2,4,,,,,1.0,1.0,,2.0,,2.0,,2,2,,,,,,68.0
14,"Polo, Dean",12,9.0,13,25,,,,1.0,7.0,,1.0,5.0,,3.0,,6,19,,,4.0,,,88.0
18,"Rance, Alex",3,3.0,10,13,,,,1.0,,1.0,2.0,3.0,,2.0,,6,8,,,1.0,1.0,,89.0
8,"Riewoldt, Jack",11,7.0,4,15,1.0,4.0,,4.0,2.0,3.0,,3.0,3.0,1.0,,10,5,3.0,4.0,1.0,,,94.0
36,"Silvester, Jarrod",11,7.0,7,18,,,,,3.0,,,1.0,,,,5,12,1.0,,5.0,,,100.0
30,"Tambling, Richard",15,8.0,10,25,,,,,1.0,4.0,1.0,1.0,,,,1,24,,,2.0,,2.0,85.0
2,"Thursfield, Will",4,5.0,4,8,,,,1.0,,,,,1.0,,,4,5,1.0,,4.0,,,94.0
21,"Tuck, Shane",11,6.0,22,33,,,1.0,6.0,3.0,,5.0,1.0,,,,15,16,,,4.0,,,79.0
29,"Vickery, Ty",1,1.0,2,3,,,8.0,3.0,,1.0,,1.0,,1.0,,2,2,,,1.0,,,57.0
Totals,Totals,171,92.0,185,356,5.0,6.0,29.0,60.0,37.0,27.0,23.0,50.0,10.0,22.0,,120,234,7.0,9.0,37.0,11.0,5.0,
Opposition,Opposition,196,109.0,182,378,13.0,14.0,42.0,77.0,21.0,53.0,30.0,34.0,22.0,10.0,6.0,118,258,11.0,23.0,42.0,26.0,10.0,
