Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6 ↓,"Caldwell, Jye",4,3,11,15,,1.0,,4.0,,,2.0,,1.0,,,5.0,11.0,,,,1.0,,49.0
13,"Cox, Nik",8,4,8,16,,,,2.0,3.0,,4.0,2.0,,,,7.0,9.0,,,,,,80.0
33,"Davey, Alwyn",2,1,2,4,,,,1.0,,,,1.0,,1.0,,,3.0,,,,,,59.0
22,"Durham, Sam",10,2,15,25,1,,,3.0,1.0,3.0,7.0,5.0,,4.0,,12.0,14.0,,,,3.0,,80.0
28,"Duursma, Xavier",13,5,9,22,1,,,4.0,1.0,3.0,2.0,1.0,,,,7.0,15.0,,1.0,,1.0,,86.0
17,"Goldstein, Todd",5,3,7,12,,,31.0,5.0,,4.0,3.0,6.0,2.0,3.0,,5.0,8.0,,,5.0,,,79.0
11,"Gresham, Jade",10,5,1,11,,,,1.0,,7.0,2.0,4.0,,1.0,,2.0,9.0,,1.0,1.0,,3.0,90.0
35,"Guelfi, Matt",5,3,5,10,,2.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,7.0,3.0,1.0,1.0,1.0,,,69.0
21,"Heppell, Dyson",8,3,6,14,,,,5.0,,1.0,,1.0,1.0,,,4.0,10.0,,,2.0,,,83.0
8 ↑,"Hobbs, Ben",2,,5,7,,,,1.0,1.0,2.0,1.0,2.0,,,,4.0,3.0,,,1.0,,,26.0
23,"Jones, Harry",3,2,3,6,,,,1.0,,2.0,,3.0,,1.0,,2.0,4.0,1.0,,,,1.0,75.0
29,"Kelly, Jake",13,8,6,19,,,,3.0,1.0,1.0,1.0,2.0,,,,4.0,15.0,,,7.0,,,92.0
4,"Langford, Kyle",6,4,6,12,3,3.0,2.0,4.0,,1.0,,3.0,2.0,2.0,,6.0,6.0,1.0,4.0,2.0,,1.0,97.0
15,"Laverde, Jayden",12,5,4,16,,,,2.0,5.0,,,2.0,2.0,,,9.0,6.0,,,3.0,,,89.0
37,"Martin, Nic",22,8,10,32,,,,2.0,6.0,4.0,2.0,5.0,1.0,,1.0,6.0,25.0,1.0,,2.0,,1.0,97.0
1,"McGrath, Andrew",7,4,16,23,,,,4.0,2.0,1.0,2.0,2.0,,1.0,,6.0,15.0,,,1.0,1.0,,84.0
32,"McKay, Ben",8,7,10,18,,,4.0,4.0,,1.0,,2.0,,1.0,,5.0,13.0,2.0,,5.0,,,100.0
7,"Merrett, Zach",12,4,17,29,3,1.0,,3.0,1.0,4.0,3.0,3.0,,1.0,3.0,4.0,24.0,,1.0,,1.0,,85.0
3,"Parish, Darcy",22,11,14,36,,,,5.0,5.0,6.0,6.0,2.0,,,,8.0,30.0,,,2.0,1.0,,84.0
16,"Perkins, Archie",9,4,8,17,,,,5.0,,8.0,2.0,4.0,1.0,,,6.0,11.0,1.0,1.0,1.0,,3.0,63.0
27,"Redman, Mason",15,4,5,20,,1.0,,,5.0,4.0,,1.0,,,,9.0,10.0,2.0,,1.0,,,79.0
25,"Stringer, Jake",8,2,1,9,1,2.0,,2.0,,5.0,2.0,4.0,1.0,2.0,,6.0,3.0,,1.0,1.0,,,66.0
20,"Wright, Peter",6,4,2,8,2,,16.0,2.0,1.0,3.0,1.0,2.0,1.0,,,3.0,8.0,,2.0,4.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,96,171,381,11,11.0,53.0,67.0,33.0,60.0,41.0,58.0,13.0,18.0,4.0,127.0,255.0,9.0,12.0,39.0,8.0,9.0,
Opposition,Opposition,202,82,135,337,11,5.0,28.0,45.0,48.0,44.0,40.0,46.0,18.0,13.0,2.0,129.0,201.0,10.0,12.0,33.0,5.0,8.0,
