Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",27y 266d,127 (63-0-64 49.61%),19 (0.15),←,
28,"Begley, James",24y 38d,56 (15-2-39 28.57%),8 (0.14),20 (9-0-11 45.00%),1 (0.05)
35,"Biglands, Rhett",26y 360d,87 (46-0-41 52.87%),32 (0.37),←,
44,"Bock, Nathan",21y 162d,18 (8-0-10 44.44%),8 (0.44),←,
24,"Burton, Brett",26y 117d,98 (47-0-51 47.96%),129 (1.32),←,
4,"Clarke, Matthew",30y 346d,224 (109-2-113 49.11%),34 (0.15),94 (47-0-47 50.00%),15 (0.16)
11,"Doughty, Michael",25y 24d,53 (30-0-23 56.60%),20 (0.38),←,
9,"Edwards, Tyson",28y 23d,196 (100-0-96 51.02%),124 (0.63),←,
36,"Goodwin, Simon",27y 247d,146 (77-0-69 52.74%),81 (0.55),←,
37,"Hentschel, Trent",21y 248d,21 (9-0-12 42.86%),15 (0.71),←,
30,"Jericho, Luke",19y 316d,15 (7-0-8 46.67%),10 (0.67),←,
18,"Johncock, Graham",21y 313d,70 (37-0-33 52.86%),65 (0.93),←,
40,"Ladhams, Chris",23y 313d,54 (29-0-25 53.70%),37 (0.69),←,
39,"Mattner, Martin",22y 23d,33 (17-0-16 51.52%),4 (0.12),←,
23,"McLeod, Andrew",28y 25d,215 (109-0-106 50.70%),222 (1.03),←,
22,"Perrie, Ian",25y 142d,69 (36-0-33 52.17%),66 (0.96),←,
33,"Reilly, Brent",20y 291d,21 (10-0-11 47.62%),5 (0.24),←,
32,"Ricciuto, Mark",29y 82d,262 (127-1-134 48.66%),215 (0.82),←,
25,"Rutten, Ben",21y 93d,11 (6-0-5 54.55%),3 (0.27),←,
12,"Shirley, Robert",24y 81d,51 (23-0-28 45.10%),6 (0.12),←,
20,"Stenglein, Tyson",24y 44d,106 (56-0-50 52.83%),26 (0.25),←,
27,"Stevens, Scott",22y 227d,38 (14-1-23 38.16%),28 (0.74),13 (4-0-9 30.77%),11 (0.85)
Totals,Totals,24y 255d,1971 (975-6-990 49.47%),1157 (0.59),,
C,"Craig, Neil",48y 231d,9 (4-0-5 44.44%),,←,
