Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",24y 339d,150 (92-2-56 62.00%),197 (1.31),←,
3,"Bartel, Jimmy",25y 135d,137 (89-2-46 65.69%),84 (0.61),←,
24,"Blake, Mark",23y 221d,62 (49-0-13 79.03%),10 (0.16),←,
17,"Byrnes, Shannon",25y 11d,56 (41-0-15 73.21%),29 (0.52),←,
35,"Chapman, Paul",27y 164d,159 (94-2-63 59.75%),212 (1.33),←,
11,"Corey, Joel",27y 60d,180 (109-2-69 61.11%),55 (0.31),←,
44,"Enright, Corey",27y 216d,154 (91-2-61 59.74%),47 (0.31),←,
26,"Hawkins, Tom",20y 271d,22 (19-0-3 86.36%),29 (1.32),←,
20,"Johnson, Steve",25y 288d,116 (77-2-37 67.24%),222 (1.91),←,
9,"Kelly, James",25y 110d,133 (81-1-51 61.28%),61 (0.46),←,
45,"Ling, Cameron",28y 50d,186 (114-3-69 62.10%),106 (0.57),←,
13,"Lonergan, Tom",24y 336d,25 (19-1-5 78.00%),43 (1.72),←,
4,"Mackie, Andrew",24y 254d,86 (65-0-21 75.58%),54 (0.63),←,
21,"Mooney, Cameron",29y 204d,172 (110-1-61 64.24%),212 (1.23),161 (100-1-60 62.42%),210 (1.30)
41,"Mumford, Shane",22y 287d,4 (4-0-0 100.00%),1 (0.25),←,
33,"Rooke, Max",27y 120d,116 (69-2-45 60.34%),40 (0.34),←,
30,"Scarlett, Matthew",29y 317d,210 (126-2-82 60.48%),16 (0.08),←,
14,"Selwood, Joel",20y 327d,49 (45-0-4 91.84%),14 (0.29),←,
27,"Stokes, Mathew",24y 147d,55 (46-0-9 83.64%),83 (1.51),←,
7,"Taylor, Harry",22y 310d,25 (23-0-2 92.00%),3 (0.12),←,
5,"Varcoe, Travis",21y 8d,38 (34-0-4 89.47%),36 (0.95),←,
40,"Wojcinski, David",28y 212d,136 (83-2-51 61.76%),46 (0.34),←,
Totals,Totals,25y 133d,2271 (1480-24-767 65.17%),1600 (0.70),,
C,"Thompson, Mark",45y 150d,214 (126-3-85 59.58%),,←,
