Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvey, Mark",12,1,3,15,1,,,,,4.0,,1.0,1.0,,,4.0,11.0,,,,1.0,,
18,"Bartlett, Trent",7,6,9,16,1,1.0,,,,1.0,,2.0,1.0,3.0,,9.0,7.0,1.0,1.0,1.0,,,
17,"Brown, Nathan",9,6,8,17,2,1.0,,3.0,2.0,5.0,,,,1.0,,5.0,11.0,1.0,1.0,1.0,4.0,,
19,"Contessa, Adam",6,4,12,18,,,1.0,2.0,,2.0,,2.0,,,,5.0,13.0,,,3.0,1.0,,
16,"Croft, Matthew",12,7,7,19,,,,1.0,5.0,2.0,,,1.0,,,7.0,12.0,2.0,,,2.0,,
11,"Curley, Todd",9,5,2,11,,,,1.0,2.0,1.0,1.0,3.0,,1.0,,3.0,8.0,,1.0,,,,
14,"Darcy, Luke",8,9,11,19,3,,11.0,,1.0,3.0,6.0,1.0,1.0,1.0,1.0,10.0,9.0,3.0,3.0,2.0,,,
28,"Dimattina, Paul",15,4,6,21,1,1.0,,5.0,2.0,6.0,3.0,1.0,1.0,1.0,,6.0,15.0,,1.0,1.0,1.0,,
10,"Eagleton, Nathan",2,2,2,4,,,,2.0,,1.0,1.0,,,,,2.0,2.0,,,,,,
32,"Ellis, Craig",11,9,5,16,,,,1.0,3.0,,1.0,4.0,1.0,,,4.0,11.0,1.0,,,1.0,,
4,"Garlick, Simon",14,5,5,19,1,,,1.0,,5.0,1.0,,1.0,,,5.0,13.0,,,,,,
3,"Grant, Chris",10,9,4,14,2,1.0,,1.0,,1.0,1.0,,1.0,2.0,,6.0,8.0,2.0,6.0,2.0,,,
37,"Hahn, Mitch",4,2,3,7,,,,,2.0,1.0,1.0,2.0,1.0,1.0,,4.0,2.0,1.0,,1.0,,,
9,"Hudson, Paul",14,4,3,17,6,3.0,,1.0,,6.0,,3.0,2.0,2.0,,7.0,10.0,2.0,2.0,2.0,1.0,,
25,"Hunter, Kingsley",14,6,2,16,2,,,,6.0,2.0,,1.0,1.0,,,4.0,11.0,,2.0,,2.0,,
6,"Johnson, Brad",11,2,5,16,1,,,,2.0,2.0,,3.0,,1.0,,3.0,13.0,1.0,1.0,,,,
39,"Liberatore, Tony",11,4,17,28,,,,4.0,2.0,2.0,8.0,,1.0,1.0,3.0,14.0,14.0,,,4.0,,,
36,"Romero, Jose",14,4,15,29,3,,,2.0,,2.0,3.0,4.0,1.0,,,8.0,22.0,,2.0,,,,
5,"Smith, Rohan",12,6,3,15,4,3.0,,,1.0,4.0,2.0,1.0,2.0,2.0,,6.0,10.0,2.0,3.0,1.0,,,
7,"West, Scott",10,2,21,31,,,,1.0,,4.0,12.0,3.0,1.0,1.0,2.0,14.0,17.0,,,,,,
1,"Wills, Andrew",10,3,2,12,,,,2.0,1.0,4.0,1.0,2.0,2.0,1.0,,5.0,9.0,,,1.0,2.0,,
15,"Wynd, Scott",4,1,1,5,,,15.0,5.0,1.0,,3.0,,1.0,1.0,,4.0,1.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,101,146,365,27,12.0,27.0,32.0,30.0,58.0,44.0,33.0,20.0,19.0,6.0,135.0,229.0,16.0,23.0,20.0,15.0,,
Opposition,Opposition,164,65,84,248,12,9.0,26.0,41.0,30.0,46.0,34.0,30.0,19.0,20.0,,110.0,140.0,4.0,11.0,16.0,8.0,,
