Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",35y 44d,278 (116-2-160 42.09%),284 (1.02),258 (112-2-144 43.80%),263 (1.02)
17,"Burns, Scott",32y 259d,245 (110-1-134 45.10%),143 (0.58),←,
43,"Clarke, Martin",19y 299d,10 (6-0-4 60.00%),3 (0.30),←,
8,"Clement, James",31y 4d,228 (98-0-130 42.98%),51 (0.22),144 (72-0-72 50.00%),13 (0.09)
32,"Cloke, Travis",20y 187d,53 (28-0-25 52.83%),51 (0.96),←,
1,"Davis, Leon",26y 83d,137 (65-0-72 47.45%),168 (1.23),←,
4,"Didak, Alan",24y 205d,118 (66-0-52 55.93%),167 (1.42),←,
25,"Fraser, Josh",25y 246d,156 (83-0-73 53.21%),131 (0.84),←,
38,"Goldsack, Tyson",20y 109d,15 (8-0-7 53.33%),,←,
24,"Lockyer, Tarkyn",27y 313d,165 (78-0-87 47.27%),90 (0.55),←,
30,"Lumumba, Heritier",20y 297d,34 (20-0-14 58.82%),1 (0.03),←,
27,"Maxwell, Nick",24y 97d,70 (37-0-33 52.86%),16 (0.23),←,
7,"Medhurst, Paul",25y 271d,114 (59-0-55 51.75%),185 (1.62),15 (9-0-6 60.00%),19 (1.27)
11,"OBree, Shane",28y 177d,190 (94-0-96 49.47%),73 (0.38),171 (85-0-86 49.71%),70 (0.41)
10,"Pendlebury, Scott",19y 244d,30 (17-0-13 56.67%),23 (0.77),←,
21,"Richards, Guy",24y 171d,37 (20-0-17 54.05%),3 (0.08),←,
23,"Rocca, Anthony",30y 24d,228 (111-0-117 48.68%),392 (1.72),206 (100-0-106 48.54%),381 (1.85)
2,"Rusling, Sean",20y 337d,14 (9-0-5 64.29%),17 (1.21),←,
39,"Shaw, Heath",21y 285d,51 (28-0-23 54.90%),12 (0.24),←,
36,"Swan, Dane",23y 195d,74 (38-0-36 51.35%),35 (0.47),←,
13,"Thomas, Dale",20y 79d,39 (23-0-16 58.97%),28 (0.72),←,
14,"Wakelin, Shane",33y 27d,230 (110-2-118 48.26%),20 (0.09),136 (69-0-67 50.74%),1 (0.01)
Totals,Totals,25y 113d,2516 (1224-5-1287 48.65%),1893 (0.75),,
C,"Malthouse, Mick",54y 22d,562 (314-4-244 56.23%),,184 (91-0-93 49.46%),
