Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
24,"Biggs, Shane",25y 16d,37 (24-0-13 64.86%),7 (0.19),31 (21-0-10 67.74%),7 (0.23)
4,"Bontempelli, Marcus",20y 271d,58 (33-0-25 56.90%),54 (0.93),←,
5,"Boyd, Matthew",33y 360d,277 (137-2-138 49.82%),83 (0.30),←,
17,"Boyd, Tom",20y 365d,33 (18-0-15 54.55%),34 (1.03),24 (15-0-9 62.50%),26 (1.08)
12,"Cordy, Zaine",19y 299d,6 (4-0-2 66.67%),5 (0.83),←,
6,"Dahlhaus, Luke",24y,110 (50-0-60 45.45%),93 (0.85),←,
35,"Daniel, Caleb",20y 45d,29 (20-0-9 68.97%),14 (0.48),←,
29,"Dickson, Tory",28y 330d,74 (36-0-38 48.65%),125 (1.69),←,
20,"Dunkley, Josh",19y 225d,12 (9-0-3 75.00%),6 (0.50),←,
30,"Hamling, Joel",23y 134d,18 (12-0-6 66.67%),,←,
13,"Hrovat, Nathan",22y 75d,29 (14-0-15 48.28%),14 (0.48),←,
7,"Hunter, Lachie",21y 252d,57 (30-0-27 52.63%),25 (0.44),←,
39,"Johannisen, Jason",23y 287d,59 (28-0-31 47.46%),18 (0.31),←,
46,"Jong, Lin",23y 78d,37 (17-0-20 45.95%),25 (0.68),←,
16,"McLean, Toby",20y 203d,16 (12-0-4 75.00%),14 (0.88),←,
42,"Picken, Liam",30y 20d,171 (84-0-87 49.12%),55 (0.32),←,
18,"Roberts, Fletcher",23y 79d,34 (18-0-16 52.94%),,←,
23,"Roughead, Jordan",25y 292d,109 (50-0-59 45.87%),22 (0.20),←,
14,"Smith, Clay",23y 102d,42 (15-0-27 35.71%),25 (0.60),←,
37,"Smith, Roarke",19y 345d,2 (1-0-1 50.00%),,←,
19,"Webb, Lukas",20y 170d,15 (11-0-4 73.33%),1 (0.07),←,
10,"Wood, Easton",26y 352d,103 (54-0-49 52.43%),14 (0.14),←,
Totals,Totals,23y 195d,1328 (677-2-649 50.98%),634 (0.48),,
C,"Beveridge, Luke",45y 364d,44 (29-0-15 65.91%),,←,
