Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",16,4,8,24,,1.0,,,,,,,3.0,1.0,,,,,,,,,
22,"Bain, David",12,1,4,16,2,,,1.0,,,,,,1.0,,,,,,,,,
51,"Bell, Corey",4,1,1,5,,,,,,,,,,1.0,,,,,,,,,
8,"Cameron, David",12,3,4,16,6,1.0,,1.0,,,,,,2.0,,,,,,,,,
2,"Curran, Peter",3,2,5,8,,,1.0,,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",13,5,10,23,1,,,2.0,,,,,2.0,,,,,,,,,,
38,"Gibson, Michael",1,1,2,3,,,,,,,,,,2.0,,,,,,,,,
14,"Hamilton, Shane",10,5,6,16,3,3.0,,3.0,,,,,,,,,,,,,,,
5,"Hardie, Brad",11,3,7,18,5,2.0,,1.0,,,,,,,,,,,,,,,
32,"Hart, Shaun",12,2,5,17,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",10,6,6,16,1,,,3.0,,,,,2.0,,,,,,,,,,
17,"Leslie, Martin",10,2,5,15,,,1.0,,,,,,,,,,,,,,,,
7,"McIvor, Scott",16,5,9,25,,,,,,,,,1.0,2.0,,,,,,,,,
19,"McLean, Michael",22,4,7,29,2,,,3.0,,,,,1.0,2.0,3.0,,,,,,,,
24,"Merrett, Roger",6,4,10,16,1,,2.0,,,,,,1.0,5.0,,,,,,,,,
11,"Phillips, Brenton",10,2,8,18,,,,2.0,,,,,1.0,,,,,,,,,,
6,"Rowe, Brad",15,4,8,23,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
30,"Ryan, Matthew",13,3,8,21,,2.0,,,,,,,1.0,1.0,,,,,,,,,
23,"Schache, Laurence",10,3,1,11,4,1.0,,,,,,,,2.0,,,,,,,,,
21,"Zanotti, Mark",12,2,3,15,,,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,62,117,335,26,12.0,4.0,21.0,,,,,17.0,25.0,3.0,,,,,,,,
Opposition,Opposition,205,74,109,314,18,13.0,23.0,19.0,,,,,25.0,17.0,3.0,,,,,,,,
