Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 152d,47 (9-0-38 19.15%),35 (0.74),←,
15,"Anderson, Noah",19y 145d,6 (3-0-3 50.00%),1 (0.17),←,
10,"Ballard, Charlie",20y 354d,37 (7-0-30 18.92%),1 (0.03),←,
3,"Bowes, Jack",22y 167d,48 (11-0-37 22.92%),12 (0.25),←,
35,"Budarick, Connor",19y 96d,6 (3-0-3 50.00%),1 (0.17),←,
25,"Collins, Sam",26y 26d,29 (9-0-20 31.03%),,15 (6-0-9 40.00%),
12,"Day, Sam",27y 309d,126 (35-1-90 28.17%),90 (0.71),←,
4,"Ellis, Brandon",26y 343d,181 (111-1-69 61.60%),60 (0.33),5 (2-0-3 40.00%),2 (0.40)
8,"Fiorini, Brayden",22y 324d,50 (10-0-40 20.00%),17 (0.34),←,
21,"Greenwood, Hugh",28y 127d,57 (33-1-23 58.77%),37 (0.65),6 (3-0-3 50.00%),1 (0.17)
1,"Hanley, Pearce",31y 239d,166 (47-0-119 28.31%),60 (0.36),37 (9-0-28 24.32%),2 (0.05)
5,"Harbrow, Jarrod",31y 359d,250 (87-2-161 35.20%),54 (0.22),180 (47-1-132 26.39%),33 (0.18)
39,"Holman, Nick",25y 43d,49 (11-0-38 22.45%),22 (0.45),40 (10-0-30 25.00%),22 (0.55)
34,"King, Ben",20y 4d,20 (3-0-17 15.00%),28 (1.40),←,
13,"Lukosius, Jack",19y 337d,27 (6-0-21 22.22%),5 (0.19),←,
44,"Macpherson, Darcy",22y 256d,45 (9-0-36 20.00%),24 (0.53),←,
11,"Miller, Touk",24y 140d,106 (23-1-82 22.17%),29 (0.27),←,
22,"Rankine, Izak",20y 79d,1 (0-0-1 0.00%),3 (3.00),←,
6,"Sexton, Alex",26y 221d,124 (31-0-93 25.00%),114 (0.92),←,
24,"Swallow, David",27y 235d,144 (36-0-108 25.00%),69 (0.48),←,
14,"Weller, Lachie",24y 139d,92 (23-0-69 25.00%),28 (0.30),45 (9-0-36 20.00%),11 (0.24)
28,"Witts, Jarrod",27y 302d,108 (34-0-74 31.48%),25 (0.23),68 (16-0-52 23.53%),7 (0.10)
Totals,Totals,24y 183d,1719 (541-6-1172 31.47%),715 (0.42),,
C,"Dew, Stuart",40y 328d,50 (10-0-40 20.00%),,←,
