Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",22y 198d,64 (28-2-34 45.31%),22 (0.34),←,
20,"Black, Simon",29y 58d,221 (135-3-83 61.76%),138 (0.62),←,
36,"Bradshaw, Daniel",29y 192d,191 (110-2-79 58.12%),406 (2.13),188 (107-2-79 57.45%),406 (2.16)
17,"Brennan, Jared",23y 308d,69 (35-2-32 52.17%),48 (0.70),←,
16,"Brown, Jonathan",26y 215d,148 (98-2-48 66.89%),301 (2.03),←,
19,"Charman, Jamie",25y 320d,114 (69-3-42 61.84%),49 (0.43),←,
1,"Clark, Mitch",20y 225d,14 (5-1-8 39.29%),14 (1.00),←,
18,"Corrie, Anthony",23y 344d,43 (20-0-23 46.51%),38 (0.88),←,
39,"Drummond, Josh",25y 42d,37 (18-1-18 50.00%),19 (0.51),←,
5,"Harding, Scott",21y 347d,30 (14-2-14 50.00%),8 (0.27),←,
33,"Hooper, Rhan",20y 143d,29 (14-1-14 50.00%),28 (0.97),←,
4,"Johnstone, Travis",27y 319d,169 (84-1-84 50.00%),120 (0.71),9 (6-0-3 66.67%),9 (1.00)
26,"Macdonald, Joel",23y 234d,51 (29-0-22 56.86%),6 (0.12),←,
9,"McGrath, Ashley",25y 11d,103 (59-1-43 57.77%),98 (0.95),←,
21,"Merrett, Daniel",23y 171d,56 (24-2-30 44.64%),16 (0.29),←,
8,"Notting, Tim",29y 223d,188 (112-3-73 60.37%),130 (0.69),←,
24,"Patfull, Joel",23y 176d,46 (20-2-24 45.65%),17 (0.37),←,
6,"Power, Luke",28y 144d,205 (123-2-80 60.49%),189 (0.92),←,
35,"Rischitelli, Michael",22y 144d,54 (24-2-28 46.30%),22 (0.41),←,
29,"Roe, Jason",24y 79d,34 (16-1-17 48.53%),6 (0.18),←,
28,"Selwood, Troy",24y 30d,54 (23-1-30 43.52%),7 (0.13),←,
11,"Sherman, Justin",21y 126d,64 (26-2-36 42.19%),39 (0.61),←,
Totals,Totals,24y 250d,1984 (1086-36-862 54.74%),1721 (0.87),,
C,"Matthews, Leigh",56y 91d,449 (263-8-178 59.47%),,225 (138-3-84 62.00%),
