Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Boyd, Tom",3,3.0,3,6,,1.0,6.0,,,,1.0,2.0,1.0,1.0,,5.0,1,3.0,1.0,,,,85.0
14,"Bugg, Tomas",3,1.0,3,6,,,,,,1.0,1.0,3.0,2.0,2.0,,2.0,4,,,2.0,,,89.0
21,"Buntine, Matt",8,4.0,8,16,,,,,4.0,2.0,,,,,,7.0,10,1.0,,5.0,,,86.0
1,"Davis, Phil",6,7.0,3,9,,,,1.0,3.0,1.0,,1.0,,1.0,,1.0,8,,,4.0,,,99.0
15 ↑,"Golds, Tim",3,,3,6,,,,,,2.0,,1.0,,1.0,,,6,,,,,,28.0
4,"Greene, Toby",10,9.0,25,35,,,,5.0,2.0,2.0,4.0,2.0,3.0,1.0,,14.0,22,,,2.0,1.0,,82.0
33,"Hoskin-Elliott, Will",6,4.0,1,7,1.0,2.0,,1.0,,,,,,,,1.0,7,,1.0,2.0,,,85.0
22,"Kelly, Josh",8,4.0,9,17,1.0,1.0,,2.0,,1.0,,1.0,,,,5.0,11,1.0,,,,,81.0
40,"Kennedy, Adam",10,8.0,2,12,,,,2.0,2.0,,,,,,,1.0,11,,,,,1.0,83.0
11 ↓,"Lamb, Jed",4,2.0,1,5,,1.0,,,,,,2.0,,2.0,,1.0,4,,1.0,,,1.0,52.0
41,"Mumford, Shane",6,2.0,11,17,,1.0,19.0,1.0,,3.0,5.0,4.0,5.0,2.0,,10.0,6,1.0,1.0,2.0,,,89.0
24,"ORourke, Jonathan",9,6.0,12,21,,,,1.0,1.0,,2.0,2.0,2.0,1.0,,4.0,17,,1.0,1.0,,,79.0
7,"Palmer, Rhys",6,,5,11,,,,6.0,2.0,4.0,2.0,1.0,2.0,1.0,,3.0,8,,,3.0,,1.0,87.0
12,"Patton, Jonathon",8,6.0,7,15,2.0,1.0,4.0,,,2.0,,1.0,2.0,,,5.0,10,1.0,1.0,2.0,,,88.0
30,"Plowman, Lachie",5,3.0,3,8,,,,1.0,1.0,,1.0,1.0,,,,4.0,4,1.0,,5.0,,,91.0
23,"Shaw, Heath",27,8.0,4,31,,,,3.0,8.0,3.0,,6.0,1.0,1.0,,4.0,21,1.0,,1.0,3.0,,90.0
5,"Shiel, Dylan",10,7.0,11,21,,1.0,,4.0,2.0,3.0,4.0,2.0,,1.0,,7.0,14,,,,,,80.0
10,"Smith, Devon",12,9.0,9,21,2.0,,,4.0,1.0,3.0,2.0,5.0,2.0,1.0,,6.0,16,1.0,1.0,3.0,,1.0,86.0
20,"Tomlinson, Adam",8,6.0,5,13,,,,1.0,1.0,,,3.0,,2.0,,3.0,12,,,,,,93.0
17,"Treloar, Adam",8,4.0,16,24,1.0,,,4.0,3.0,3.0,4.0,4.0,,2.0,,11.0,15,,,,,,86.0
8,"Ward, Callan",10,3.0,6,16,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,5.0,12,1.0,,3.0,,1.0,86.0
29,"Williams, Zac",7,4.0,6,13,,,,,1.0,2.0,,1.0,,1.0,,3.0,10,,,,1.0,,73.0
Totals,Totals,177,100.0,153,330,7.0,9.0,30.0,38.0,33.0,34.0,28.0,45.0,23.0,21.0,,102.0,229,11.0,7.0,35.0,5.0,5.0,
Opposition,Opposition,220,109.0,158,378,19.0,12.0,37.0,40.0,24.0,55.0,35.0,40.0,21.0,23.0,6.0,121.0,258,15.0,20.0,40.0,17.0,15.0,
