Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Blakey, Nick",7,1,3,10,,,,4.0,5.0,2.0,1.0,1.0,1.0,,,4.0,4.0,,,1.0,,,73.0
16,"Campbell, Braeden",,,,,,,,,,,,,,,,,,,,,,,
4,"Clarke, Ryan",3,1,7,10,,,,5.0,,1.0,2.0,1.0,1.0,,,7.0,2.0,1.0,,2.0,1.0,,85.0
13,"Florent, Oliver",11,4,9,20,,,,2.0,8.0,3.0,3.0,3.0,,2.0,,8.0,12.0,1.0,,3.0,,2.0,77.0
42,"Fox, Robbie",10,5,8,18,,,,1.0,5.0,,,3.0,,1.0,,5.0,12.0,,,6.0,,,95.0
23,"Franklin, Lance",2,1,5,7,,,,1.0,1.0,2.0,,5.0,2.0,3.0,,4.0,4.0,,,2.0,,,90.0
21,"Gulden, Errol",14,5,2,16,,,,7.0,1.0,3.0,2.0,3.0,2.0,3.0,,6.0,10.0,,,1.0,,,80.0
9,"Hayward, Will",5,3,4,9,2,1.0,,4.0,,2.0,,,1.0,,,5.0,5.0,,,2.0,,,82.0
5,"Heeney, Isaac",6,2,2,8,1,2.0,,9.0,,3.0,1.0,2.0,1.0,,,3.0,5.0,,2.0,,,,81.0
31,"Hickey, Tom",10,4,7,17,1,,24.0,1.0,5.0,2.0,5.0,3.0,,2.0,,14.0,5.0,1.0,1.0,4.0,,,81.0
44,"Lloyd, Jake",21,10,4,25,2,,,2.0,5.0,5.0,,2.0,,,,3.0,18.0,,,2.0,,,81.0
39,"McCartin, Paddy",9,4,3,12,,,,1.0,1.0,1.0,,2.0,2.0,,,6.0,5.0,,,6.0,,,84.0
30,"McCartin, Tom",6,3,4,10,,,,2.0,1.0,,,5.0,,3.0,,2.0,8.0,,,17.0,,,96.0
6,"McDonald, Logan",4,3,,4,,,,2.0,1.0,,,1.0,,,,1.0,3.0,1.0,,2.0,,,59.0
27,"McInerney, Justin",9,4,2,11,,,,3.0,2.0,2.0,1.0,1.0,1.0,,,3.0,7.0,,,,,,78.0
14,"Mills, Callum",16,6,7,23,1,,,11.0,2.0,9.0,4.0,4.0,1.0,3.0,,10.0,14.0,,,3.0,,1.0,85.0
11,"Papley, Tom",11,3,4,15,2,,,1.0,,,3.0,4.0,,1.0,,8.0,8.0,,1.0,3.0,,,82.0
26,"Parker, Luke",13,3,12,25,1,,,11.0,2.0,1.0,9.0,5.0,1.0,1.0,,17.0,8.0,,1.0,1.0,,,84.0
24,"Rampe, Dane",10,6,5,15,,,,,2.0,,,3.0,,2.0,,4.0,11.0,,,11.0,2.0,,94.0
20,"Reid, Sam",7,6,4,11,2,1.0,4.0,3.0,1.0,2.0,2.0,1.0,,,,6.0,6.0,2.0,2.0,,,,78.0
8,"Rowbottom, James",19,1,5,24,1,,,8.0,2.0,5.0,6.0,9.0,5.0,1.0,,15.0,9.0,,,1.0,,1.0,76.0
3,"Stephens, Dylan",12,2,6,18,1,1.0,,4.0,,1.0,,5.0,,1.0,,4.0,15.0,,,,,1.0,76.0
1,"Warner, Chad",9,2,4,13,,1.0,,2.0,2.0,5.0,,2.0,,,,7.0,6.0,,,1.0,1.0,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,79,107,321,14,7.0,28.0,84.0,46.0,49.0,39.0,65.0,18.0,23.0,,142.0,177.0,6.0,7.0,68.0,4.0,6.0,
Opposition,Opposition,201,77,130,331,10,9.0,44.0,70.0,36.0,56.0,34.0,58.0,23.0,18.0,,167.0,168.0,17.0,11.0,55.0,2.0,6.0,
