Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",10,4,10,20,1,,15.0,2.0,,,,,1.0,2.0,,,,,,,,,
14,"Armstrong, Matt",6,2,4,10,,,,2.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",12,3,7,19,,,,1.0,,,,,,1.0,,,,,,,,,
20,"Barrett, Chris",8,3,4,12,1,,,,,,,,2.0,2.0,,,,,,,,,
18,"Blakey, John",10,4,7,17,1,1.0,,3.0,,,,,2.0,,,,,,,,,,
17,"Broderick, Paul",9,4,11,20,,,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
22,"Caven, Peter",6,1,1,7,1,,,,,,,,2.0,,,,,,,,,,
16,"Cormack, Joe",15,2,16,31,2,1.0,,,,,,,4.0,,3.0,,,,,,,,
28,"Elliott, Jamie",4,,9,13,,,,,,,,,,1.0,,,,,,,,,
27,"Fleming, Dale",8,8,2,10,5,2.0,,1.0,,,,,,1.0,,,,,,,,,
7,"Gale, Michael",13,5,8,21,,,,1.0,,,,,2.0,3.0,,,,,,,,,
6,"Guard, Jeremy",6,2,1,7,,,,1.0,,,,,2.0,2.0,,,,,,,,,
11,"Lynch, Alastair",5,3,3,8,,,,1.0,,,,,,4.0,,,,,,,,,
29,"Lyon, Ross",10,6,14,24,1,,,3.0,,,,,,,,,,,,,,,
1,"Roos, Paul",21,4,7,28,1,1.0,,3.0,,,,,2.0,,,,,,,,,,
9,"Sartori, Peter",5,5,2,7,5,1.0,,,,,,,,1.0,,,,,,,,,
3,"Seecamp, Marcus",10,2,9,19,,,,2.0,,,,,3.0,4.0,,,,,,,,,
33,"Stephens, Brett",9,5,7,16,,,3.0,1.0,,,,,1.0,2.0,,,,,,,,,
12,"Wheildon, Darren",13,8,3,16,3,1.0,1.0,2.0,,,,,,,,,,,,,,,
8,"Wynd, Jim",17,3,5,22,,,,3.0,,,,,2.0,1.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,74,130,327,21,10.0,19.0,28.0,,,,,25.0,25.0,6.0,,,,,,,,
Opposition,Opposition,172,45,98,270,11,17.0,27.0,22.0,,,,,25.0,20.0,,,,,,,,,
