Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
11,"Ackland, Cain",26y 62d,74 (38-0-36 51.35%),25 (0.34),21 (4-0-17 19.05%),4 (0.19)
7,"Bentick, Adam",22y 339d,58 (14-1-43 25.00%),13 (0.22),←,
19,"Betts, Eddie",21y 173d,65 (12-2-51 20.00%),70 (1.08),←,
18,"Bower, Paul",20y 129d,20 (3-0-17 15.00%),2 (0.10),←,
15,"Browne, Steven",19y 106d,3 (1-0-2 33.33%),2 (0.67),←,
44,"Carrazzo, Andrew",24y 154d,71 (16-2-53 23.94%),17 (0.24),←,
25,"Fevola, Brendan",27y 118d,150 (49-2-99 33.33%),423 (2.82),←,
14,"Fisher, Brad",24y 38d,77 (20-1-56 26.62%),101 (1.31),←,
4,"Gibbs, Bryce",19y 63d,29 (6-0-23 20.69%),9 (0.31),←,
16,"Grigg, Shaun",20y 28d,11 (3-0-8 27.27%),1 (0.09),←,
10,"Hadley, Richard",25y 49d,47 (24-2-21 53.19%),12 (0.26),6 (2-0-4 33.33%),2 (0.33)
40,"Jamison, Michael",21y 341d,12 (3-0-9 25.00%),,←,
5,"Judd, Chris",24y 252d,142 (87-2-53 61.97%),146 (1.03),8 (3-0-5 37.50%),8 (1.00)
8,"Kreuzer, Matthew",19y 4d,6 (3-0-3 50.00%),3 (0.50),←,
3,"Murphy, Marc",20y 303d,43 (9-0-34 20.93%),26 (0.60),←,
17,"OhAilpin, Setanta",25y 60d,40 (8-1-31 21.25%),18 (0.45),←,
2,"Russell, Jordan",21y 193d,36 (7-1-28 20.83%),5 (0.14),←,
29,"Scotland, Heath",27y 301d,146 (47-1-98 32.53%),43 (0.29),93 (24-1-68 26.34%),31 (0.33)
6,"Simpson, Kade",24y 12d,73 (17-1-55 23.97%),42 (0.58),←,
24,"Stevens, Nick",28y 135d,200 (95-4-101 48.50%),117 (0.58),73 (21-2-50 30.14%),39 (0.53)
30,"Waite, Jarrad",25y 103d,93 (22-2-69 24.73%),100 (1.08),←,
34,"Wiggins, Simon",25y 249d,91 (25-1-65 28.02%),23 (0.25),←,
Totals,Totals,23y 146d,1487 (509-23-955 34.23%),1198 (0.81),,
C,"Ratten, Brett",36y 311d,14 (3-0-11 21.43%),,←,
