West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",3,1,,3,,,8.0,,,1.0,2.0,,,,,3.0,1.0,,,,,,
6,"Banfield, Drew",11,1,7,18,,,,1.0,1.0,5.0,5.0,,,,,10.0,9.0,,,3.0,1.0,,
10,"Braun, Michael",12,4,4,16,,,,,1.0,5.0,1.0,3.0,1.0,,,4.0,12.0,,,2.0,,,
9,"Cousins, Ben",20,4,6,26,,1.0,,,1.0,8.0,4.0,1.0,,,2.0,12.0,15.0,,,1.0,1.0,,
35,"Crabb, Jaxon",3,1,1,4,,,,,1.0,1.0,,,,,,1.0,3.0,,,,,,
14,"Cummings, Scott",9,8,,9,4,5.0,,,,,,,,1.0,,2.0,7.0,2.0,8.0,,,,
29,"Donnelly, Andrew",5,3,4,9,1,,,,,1.0,1.0,1.0,1.0,,,5.0,4.0,2.0,1.0,,,,
19,"Gardiner, Michael",11,7,5,16,2,1.0,13.0,,1.0,3.0,8.0,,1.0,1.0,,9.0,6.0,2.0,2.0,1.0,1.0,,
7,"Gehrig, Fraser",15,10,5,20,1,3.0,1.0,1.0,,9.0,,1.0,1.0,1.0,,8.0,11.0,2.0,1.0,1.0,,,
27,"Jakovich, Glen",16,7,6,22,,,2.0,,5.0,2.0,3.0,3.0,,2.0,,9.0,12.0,3.0,,1.0,1.0,,
2,"Kemp, Dean",16,8,8,24,,2.0,,1.0,1.0,8.0,5.0,1.0,1.0,1.0,,8.0,15.0,,,4.0,2.0,,
33,"Matera, Phillip",6,2,,6,2,,,,,1.0,,,,2.0,,4.0,2.0,,1.0,,,,
11,"McIntosh, Ashley",5,3,2,7,,,,,2.0,1.0,,,,,,2.0,5.0,1.0,,1.0,,,
17,"McKenna, Guy",6,3,6,12,,,,1.0,5.0,,,1.0,1.0,1.0,,6.0,8.0,,,1.0,,,
8,"Metropolis, Daniel",8,1,1,9,,,,3.0,3.0,1.0,,,1.0,,,4.0,5.0,,,2.0,1.0,,
5,"Morrison, Chad",11,6,18,29,1,,,1.0,6.0,2.0,,4.0,,1.0,,9.0,20.0,,,,1.0,,
36,"Read, Phillip",12,5,7,19,,,,1.0,3.0,1.0,5.0,1.0,1.0,3.0,,10.0,12.0,,,1.0,2.0,,
42,"Rintoul, Chad",9,5,6,15,,,,1.0,1.0,3.0,1.0,1.0,,,,4.0,12.0,,,,2.0,,
12,"White, Mitchell",5,3,5,10,,1.0,,,,3.0,,1.0,,,,3.0,7.0,,1.0,,,,
37,"Williams, Andrew",,,,,,,,,,,,,,,,,,,,,,,
44,"Wirrpanda, David",11,6,4,15,,,,,3.0,,2.0,2.0,,1.0,,7.0,8.0,2.0,1.0,,,,
13,"Wooden, Josh",5,2,2,7,,,,,,1.0,1.0,,,,,2.0,5.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,90,97,296,11,16.0,24.0,10.0,34.0,56.0,38.0,20.0,8.0,14.0,2.0,122.0,179.0,14.0,15.0,19.0,12.0,,
Opposition,Opposition,193,77,100,293,12,12.0,34.0,29.0,34.0,49.0,34.0,25.0,14.0,8.0,4.0,126.0,172.0,15.0,13.0,18.0,8.0,,
