North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",25y 63d,73 (36-1-36 50.00%),55 (0.75),←,
18,"Atley, Shaun",20y 268d,50 (25-0-25 50.00%),7 (0.14),←,
3,"Bastinac, Ryan",21y 351d,68 (36-0-32 52.94%),26 (0.38),←,
35,"Black, Aaron",22y 191d,11 (6-0-5 54.55%),21 (1.91),←,
10,"Cunnington, Ben",21y 343d,65 (32-0-33 49.23%),22 (0.34),←,
11,"Firrito, Michael",29y 193d,204 (100-2-102 49.51%),28 (0.14),←,
43,"Gibson, Sam",27y 12d,24 (14-0-10 58.33%),12 (0.50),←,
22,"Goldstein, Todd",24y 342d,90 (45-1-44 50.56%),41 (0.46),←,
17,"Grima, Nathan",27y 307d,65 (33-1-31 51.54%),,←,
6,"Hansen, Lachlan",24y 295d,88 (42-1-45 48.30%),74 (0.84),←,
29,"Harvey, Brent",35y 25d,351 (189-3-159 54.27%),418 (1.19),←,
26,"Hine, Taylor",21y 135d,15 (5-0-10 33.33%),1 (0.07),6 (3-0-3 50.00%),
34,"Macmillan, Jamie",21y 258d,47 (26-0-21 55.32%),18 (0.38),←,
42,"McMahon, Scott",27y 6d,116 (59-1-56 51.29%),27 (0.23),←,
41,"Mullett, Aaron",21y 105d,20 (10-0-10 50.00%),7 (0.35),←,
20,"Petrie, Drew",30y 236d,233 (111-3-119 48.28%),286 (1.23),←,
28,"Sierakowski, Will",22y 317d,4 (3-0-1 75.00%),1 (0.25),←,
9,"Swallow, Andrew",26y 6d,140 (65-1-74 46.79%),67 (0.48),←,
12,"Thomas, Lindsay",25y 100d,121 (55-2-64 46.28%),186 (1.54),←,
16,"Thompson, Scott",27y 30d,104 (45-2-57 44.23%),5 (0.05),←,
8,"Wells, Daniel",28y 125d,201 (101-2-98 50.75%),124 (0.62),←,
19,"Wright, Sam",22y 328d,63 (31-0-32 49.21%),50 (0.79),←,
Totals,Totals,25y 100d,2153 (1069-20-1064 49.65%),1476 (0.69),,
C,"Scott, Brad",37y 36d,78 (39-0-39 50.00%),,←,
