Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",16,7,15,31,,1.0,2.0,1.0,,,,,3.0,1.0,3.0,,,,,,,,
8,"Croall, Jason",5,3,2,7,2,1.0,,,,,,,,,,,,,,,,,
28,"Crosisca, Gavin",24,6,9,33,,,,2.0,,,,,3.0,1.0,,,,,,,,,
35,"Daicos, Peter",10,7,2,12,6,3.0,,1.0,,,,,,2.0,,,,,,,,,
2,"Francis, Tony",21,4,14,35,1,,,3.0,,,,,3.0,,,,,,,,,,
3,"Gayfer, Michael",8,4,9,17,,,,4.0,,,,,,2.0,,,,,,,,,
23,"Kelly, Craig",12,6,11,23,,1.0,,3.0,,,,,2.0,,1.0,,,,,,,,
44,"Kerrison, Shane",16,2,11,27,,,,2.0,,,,,2.0,,,,,,,,,,
15,"Lehmann, Troy",18,3,6,24,,1.0,,4.0,,,,,2.0,,,,,,,,,,
30,"Manson, James",9,10,12,21,1,1.0,13.0,2.0,,,,,2.0,1.0,,,,,,,,,
5,"McKeown, Ron",6,5,7,13,,,,,,,,,1.0,,2.0,,,,,,,,
42,"Millane, Darren",17,10,1,18,3,1.0,,3.0,,,,,,,,,,,,,,,
1,"Monkhorst, Damian",1,1,,1,,,1.0,,,,,,,,,,,,,,,,
7,"Morwood, Shane",7,5,5,12,2,1.0,,2.0,,,,,,1.0,,,,,,,,,
29,"Russell, Scott",17,2,17,34,1,1.0,,,,,,,,,,,,,,,,,
22,"Shaw, Tony",14,4,10,24,,,,3.0,,,,,2.0,2.0,,,,,,,,,
27,"Starcevich, Craig",11,11,18,29,1,,3.0,,,,,,1.0,1.0,,,,,,,,,
24,"Turner, Jamie",14,4,14,28,,,,,,,,,3.0,2.0,,,,,,,,,
37,"Williams, Paul",9,5,3,12,1,1.0,,4.0,,,,,,2.0,,,,,,,,,
19,"Wright, Graham",13,6,6,19,1,,,4.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,248,105,172,420,19,13.0,19.0,38.0,,,,,24.0,15.0,6.0,,,,,,,,
Opposition,Opposition,224,87,86,310,8,7.0,11.0,25.0,,,,,15.0,24.0,,,,,,,,,
