Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Ablett, Luke",4,2,,4,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,4.0,,,3.0,,,60.0
27,"Ball, Jason",9,6,10,19,,2.0,21.0,2.0,,4.0,5.0,2.0,2.0,1.0,,9.0,9.0,2.0,2.0,6.0,,,77.0
21,"Barry, Leo",3,4,6,9,,,,1.0,1.0,,,1.0,,1.0,,4.0,6.0,,,2.0,,,94.0
42,"Bevan, Paul",2,,2,4,,,,,1.0,,,1.0,,,,,5.0,,,2.0,,,66.0
6,"Bolton, Craig",10,5,4,14,,,,1.0,5.0,,1.0,1.0,3.0,,,7.0,7.0,1.0,,3.0,,,100.0
24,"Bolton, Jude",8,1,9,17,1,,1.0,4.0,,,3.0,4.0,3.0,1.0,,7.0,11.0,,,5.0,,,94.0
32,"Buchanan, Amon",5,1,4,9,,,,1.0,,4.0,3.0,1.0,2.0,1.0,,5.0,4.0,,,2.0,,,50.0
28,"Crouch, Jared",9,1,8,17,1,1.0,,1.0,1.0,3.0,3.0,1.0,2.0,,,10.0,4.0,,,2.0,1.0,,100.0
15,"Doyle, Stephen",,,,,,,,,,,,,,,,,,,,,,,33.0
12,"Fosdike, Nic",9,1,1,10,,,,1.0,1.0,1.0,4.0,4.0,,1.0,,4.0,6.0,,,,,,55.0
37,"Goodes, Adam",9,6,2,11,1,,19.0,6.0,1.0,2.0,1.0,4.0,,2.0,,5.0,6.0,1.0,2.0,2.0,2.0,1.0,93.0
1,"Hall, Barry",9,7,6,15,2,,3.0,,,6.0,1.0,5.0,2.0,2.0,,9.0,7.0,2.0,2.0,,,,100.0
18,"James, Heath",10,6,8,18,,,,1.0,2.0,1.0,,4.0,1.0,,,7.0,12.0,,,6.0,,,100.0
17,"Kennelly, Tadhg",3,1,7,10,,,,1.0,2.0,1.0,,1.0,,,,4.0,6.0,,,4.0,1.0,1.0,81.0
31,"Kirk, Brett",12,1,8,20,,,,7.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,9.0,12.0,,,1.0,,,100.0
4,"Mathews, Ben",8,3,9,17,,1.0,,5.0,2.0,,,1.0,,,,4.0,13.0,,,1.0,,,100.0
11,"Maxfield, Stuart",5,,,5,,,,3.0,2.0,4.0,2.0,1.0,,1.0,,3.0,1.0,,,,,,59.0
3,"McVeigh, Jarrad",7,2,2,9,1,1.0,,2.0,,4.0,2.0,2.0,,,,2.0,7.0,,,,,,68.0
5,"OKeefe, Ryan",7,3,3,10,1,2.0,,,,3.0,,,,,,,7.0,,1.0,,1.0,1.0,92.0
22,"Saddington, Jason",9,7,7,16,,,,1.0,2.0,2.0,1.0,1.0,,1.0,,5.0,10.0,1.0,,4.0,,,100.0
13,"Schneider, Adam",8,1,2,10,1,1.0,,4.0,,5.0,,2.0,2.0,2.0,,4.0,7.0,,,2.0,2.0,1.0,83.0
10,"Williams, Paul",8,3,11,19,2,2.0,,1.0,4.0,2.0,3.0,3.0,,2.0,,7.0,9.0,,3.0,,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,154,61,109,263,10,13.0,44.0,44.0,27.0,44.0,33.0,41.0,21.0,17.0,2.0,106.0,153.0,7.0,10.0,45.0,7.0,4.0,
Opposition,Opposition,186,95,61,247,10,7.0,18.0,49.0,31.0,36.0,29.0,51.0,18.0,21.0,4.0,99.0,146.0,9.0,12.0,32.0,7.0,6.0,
