Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Ackland, Cain",2,4,9,11,1,,8.0,,,1.0,3.0,,3.0,,,6.0,5.0,1.0,,1.0,,,64.0
31,"Bannister, Jordan",7,7,5,12,,,,,2.0,1.0,,4.0,,3.0,,1.0,11.0,,1.0,,2.0,,88.0
7,"Bentick, Adam",15,9,21,36,,,,4.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,11.0,25.0,,,2.0,,1.0,73.0
19,"Betts, Eddie",4,2,8,12,,,,5.0,1.0,1.0,3.0,2.0,1.0,1.0,,5.0,7.0,,,1.0,,,70.0
18,"Bower, Paul",4,4,10,14,,,,1.0,,,,1.0,2.0,,,4.0,11.0,,,2.0,1.0,,90.0
44,"Carrazzo, Andrew",15,4,14,29,,,2.0,8.0,3.0,4.0,3.0,3.0,,,,4.0,24.0,,1.0,1.0,1.0,,86.0
14,"Fisher, Brad",7,4,3,10,,2.0,,2.0,,1.0,,1.0,,,,2.0,8.0,,2.0,1.0,,,78.0
4,"Gibbs, Bryce",4,2,7,11,1,2.0,,6.0,,,,2.0,,1.0,,4.0,6.0,,1.0,1.0,,,89.0
16,"Grigg, Shaun",7,3,6,13,,,,,1.0,2.0,,3.0,,3.0,,1.0,12.0,,,1.0,,1.0,69.0
22,"Hampson, Shaun",1,1,1,2,,,8.0,,,,,3.0,1.0,2.0,,1.0,2.0,,,1.0,,,44.0
38,"Jackson, Ryan",7,5,9,16,2,,,4.0,2.0,1.0,3.0,,1.0,,,7.0,7.0,,,1.0,,,93.0
40,"Jamison, Michael",4,4,4,8,,,,1.0,2.0,,,1.0,,,,2.0,7.0,,,6.0,,,91.0
5,"Kennedy, Josh",9,7,2,11,1,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,,,5.0,6.0,3.0,1.0,,,,79.0
3,"Murphy, Marc",13,3,4,17,,1.0,,2.0,3.0,4.0,,3.0,,2.0,,2.0,15.0,,,3.0,1.0,1.0,94.0
17,"OhAilpin, Setanta",5,3,5,10,1,,,,,1.0,1.0,2.0,,,,3.0,6.0,,1.0,6.0,,,94.0
2,"Russell, Jordan",7,5,5,12,,,,1.0,1.0,3.0,1.0,2.0,,,,3.0,9.0,,,2.0,,,84.0
9,"Saddington, Jason",5,5,4,9,,,,1.0,,3.0,,,,,,1.0,9.0,,,1.0,2.0,,65.0
29,"Scotland, Heath",14,7,12,26,,,,,5.0,2.0,,2.0,,2.0,,5.0,21.0,,,2.0,2.0,,96.0
6,"Simpson, Kade",10,4,2,12,,,,2.0,1.0,2.0,,1.0,1.0,1.0,,4.0,7.0,,,,1.0,,77.0
30,"Waite, Jarrad",14,9,4,18,3,1.0,,1.0,1.0,2.0,,3.0,2.0,2.0,,6.0,11.0,2.0,4.0,8.0,2.0,,100.0
1,"Walker, Andrew",17,5,13,30,,,,1.0,7.0,6.0,3.0,7.0,1.0,4.0,,10.0,21.0,,,,1.0,,88.0
8,"Whitnall, Lance",19,11,2,21,2,3.0,1.0,1.0,2.0,6.0,2.0,2.0,5.0,,,8.0,13.0,2.0,3.0,3.0,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,108,150,340,11,13.0,20.0,44.0,36.0,46.0,26.0,43.0,19.0,22.0,1.0,95.0,243.0,8.0,14.0,43.0,13.0,4.0,
Opposition,Opposition,211,115,146,357,24,17.0,35.0,52.0,28.0,63.0,39.0,46.0,22.0,19.0,5.0,118.0,238.0,17.0,27.0,43.0,18.0,17.0,
