Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
15,"Abraham, Winston",22y 300d,34 (17-0-17 50.00%),49 (1.44),←,
7,"Allan, Ben",28y 284d,143 (81-0-62 56.64%),105 (0.73),45 (19-0-26 42.22%),33 (0.73)
44,"Bandy, Daniel",21y 250d,32 (14-0-18 43.75%),30 (0.94),←,
18,"Brown, Michael",20y 309d,12 (4-0-8 33.33%),8 (0.67),←,
24,"Burton, Matthew",27y 68d,40 (17-0-23 42.50%),16 (0.40),←,
42,"Callaghan, Craig",21y 139d,43 (14-0-29 32.56%),27 (0.63),←,
13,"Chisholm, Scott",24y 59d,45 (19-0-26 42.22%),20 (0.44),←,
19,"Dhurrkay, Gary",23y 144d,36 (15-0-21 41.67%),41 (1.14),←,
37,"Gale, Mark",21y 80d,16 (7-0-9 43.75%),4 (0.25),←,
3,"Harding, Greg",20y 312d,33 (15-0-18 45.45%),1 (0.03),←,
14,"Hunter, Kingsley",22y 60d,25 (10-0-15 40.00%),56 (2.24),←,
11,"Kickett, Dale",29y 83d,104 (47-0-57 45.19%),47 (0.45),58 (24-0-34 41.38%),7 (0.12)
36,"Leach, Quenton",24y 340d,49 (20-0-29 40.82%),24 (0.49),←,
9,"Mann, Peter",26y 322d,92 (38-0-54 41.30%),88 (0.96),53 (20-0-33 37.74%),76 (1.43)
43,"McGovern, Andrew",29y 110d,60 (22-1-37 37.50%),8 (0.13),40 (18-0-22 45.00%),1 (0.03)
10,"OReilly, Stephen",24y 259d,95 (43-0-52 45.26%),9 (0.09),59 (22-0-37 37.29%),4 (0.07)
23,"Parker, Shane",24y 158d,40 (17-0-23 42.50%),3 (0.08),←,
40,"Sinclair, Jess",18y 334d,5 (2-0-3 40.00%),3 (0.60),←,
1,"Toia, Luke",19y 245d,28 (12-0-16 42.86%),21 (0.75),←,
26,"Waterhouse, Clive",23y 33d,21 (10-0-11 47.62%),21 (1.00),←,
4,"Wills, Andrew",25y 204d,105 (61-0-44 58.10%),98 (0.93),46 (21-0-25 45.65%),55 (1.20)
Totals,Totals,23y 317d,1058 (485-1-572 45.84%),679 (0.64),,
C,"Neesham, Gerard",42y 227d,61 (24-0-37 39.34%),,←,
