Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 80d,63 (14-1-48 23.02%),45 (0.71),←,
15,"Anderson, Noah",20y 73d,24 (8-1-15 35.42%),4 (0.17),←,
10,"Ballard, Charlie",21y 282d,54 (12-1-41 23.15%),1 (0.02),←,
3,"Bowes, Jack",23y 95d,66 (16-1-49 25.00%),13 (0.20),←,
29,"Burgess, Chris",25y 156d,19 (5-0-14 26.32%),8 (0.42),←,
25,"Collins, Sam",26y 320d,47 (14-1-32 30.85%),,33 (11-1-21 34.85%),
19,"Corbett, Josh",25y 8d,19 (3-1-15 18.42%),15 (0.79),←,
4,"Ellis, Brandon",27y 271d,199 (116-2-81 58.79%),66 (0.33),23 (7-1-15 32.61%),8 (0.35)
50,"Farrar, Jy",24y 145d,4 (2-0-2 50.00%),1 (0.25),←,
26,"Flanders, Sam",19y 281d,9 (3-1-5 38.89%),2 (0.22),←,
46,"Graham, Caleb",20y 231d,14 (3-0-11 21.43%),,←,
1,"Greenwood, Hugh",29y 56d,75 (38-2-35 52.00%),42 (0.56),24 (8-1-15 35.42%),6 (0.25)
39,"Holman, Nick",25y 337d,62 (15-0-47 24.19%),27 (0.44),53 (14-0-39 26.42%),27 (0.51)
34,"King, Ben",20y 298d,38 (8-1-29 22.37%),62 (1.63),←,
23,"Lemmens, Sean",26y 180d,99 (26-2-71 27.27%),25 (0.25),←,
13,"Lukosius, Jack",20y 265d,45 (11-1-33 25.56%),8 (0.18),←,
17,"Markov, Oleg",24y 358d,30 (15-0-15 50.00%),4 (0.13),7 (3-0-4 42.86%),1 (0.14)
11,"Miller, Touk",25y 68d,124 (28-2-94 23.39%),32 (0.26),←,
27,"Powell, Wil",21y 248d,42 (12-1-29 29.76%),11 (0.26),←,
22,"Rankine, Izak",21y 8d,19 (5-1-13 28.95%),20 (1.05),←,
6,"Sexton, Alex",27y 149d,140 (36-0-104 25.71%),135 (0.96),←,
24,"Swallow, David",28y 163d,161 (41-1-119 25.78%),76 (0.47),←,
14,"Weller, Lachie",25y 67d,110 (28-1-81 25.91%),40 (0.36),63 (14-1-48 23.02%),23 (0.37)
Totals,Totals,24y 53d,1463 (459-21-983 31.37%),637 (0.44),,
C,"Dew, Stuart",41y 256d,68 (15-1-52 22.79%),,←,
