St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",24y 22d,36 (22-0-14 61.11%),15 (0.42),24 (14-0-10 58.33%),12 (0.50)
10,"Baker, Steven",25y 320d,116 (51-1-64 44.40%),23 (0.20),←,
27,"Blake, Jason",25y 23d,76 (35-1-40 46.71%),14 (0.18),←,
3,"Clarke, Xavier",22y 191d,67 (34-1-32 51.49%),31 (0.46),←,
26,"Dal Santo, Nick",22y 44d,77 (41-1-35 53.90%),41 (0.53),←,
22,"Fiora, Aaron",24y 353d,92 (40-0-52 43.48%),37 (0.40),14 (7-0-7 50.00%),12 (0.86)
25,"Fisher, Sam",23y 271d,30 (20-0-10 66.67%),2 (0.07),←,
9,"Gehrig, Fraser",30y 35d,215 (111-1-103 51.86%),415 (1.93),100 (48-0-52 48.00%),256 (2.56)
18,"Goddard, Brendon",20y 322d,63 (38-0-25 60.32%),17 (0.27),←,
15,"Gram, Jason",21y 345d,11 (5-0-6 45.45%),,9 (4-0-5 44.44%),
2,"Hamill, Aaron",28y 230d,183 (90-0-93 49.18%),233 (1.27),91 (41-0-50 45.05%),119 (1.31)
35,"Harvey, Robert",34y 229d,319 (156-3-160 49.37%),188 (0.59),←,
7,"Hayes, Lenny",26y 83d,142 (60-2-80 42.96%),58 (0.41),←,
8,"Hudghton, Max",29y 217d,175 (76-2-97 44.00%),14 (0.08),←,
31,"Maguire, Matt",21y 312d,69 (36-0-33 52.17%),15 (0.22),←,
44,"Milne, Stephen",26y 30d,99 (43-1-55 43.94%),210 (2.12),←,
11,"Montagna, Leigh",22y 156d,31 (19-0-12 61.29%),28 (0.90),←,
1,"Peckett, Justin",33y 184d,237 (104-2-131 44.30%),47 (0.20),←,
17,"Powell, Stephen",29y 212d,134 (83-1-50 62.31%),94 (0.70),60 (37-0-23 61.67%),30 (0.50)
12,"Riewoldt, Nick",23y 172d,93 (43-1-49 46.77%),157 (1.69),←,
4,"Thompson, Andrew",33y 168d,196 (89-2-105 45.92%),93 (0.47),←,
13,"Voss, Brett",28y 44d,138 (66-2-70 48.55%),45 (0.33),103 (47-1-55 46.12%),34 (0.33)
Totals,Totals,26y 114d,2599 (1262-21-1316 48.56%),1777 (0.68),,
C,"Thomas, Grant",48y 52d,102 (50-1-51 49.51%),,←,
