Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",22y 204d,65 (40-0-25 61.54%),8 (0.12),←,
37,"Chandler, Kade",25y 81d,60 (32-0-28 53.33%),46 (0.77),←,
31,"Fritsch, Bayley",28y 119d,153 (84-1-68 55.23%),253 (1.65),←,
11,"Gawn, Max",33y 95d,228 (111-1-116 48.90%),109 (0.48),←,
43,"Henderson, Jack",25y 185d,4 (0-0-4 0.00%),2 (0.50),←,
15,"Langdon, Ed",29y 62d,183 (96-1-86 52.73%),77 (0.42),115 (71-1-43 62.17%),44 (0.38)
19,"Langford, Harvey",19y 20d,3 (0-0-3 0.00%),2 (0.67),←,
1,"May, Steven",33y 84d,237 (107-2-128 45.57%),24 (0.10),114 (69-1-44 60.96%),3 (0.03)
25,"McDonald, Tom",32y 198d,236 (103-1-132 43.86%),169 (0.72),←,
18,"Melksham, Jake",33y 218d,231 (119-1-111 51.73%),189 (0.82),117 (67-0-50 57.26%),132 (1.13)
13,"Oliver, Clayton",27y 256d,187 (103-1-83 55.35%),55 (0.29),←,
5,"Petracca, Christian",29y 90d,193 (107-1-85 55.70%),190 (0.98),←,
35,"Petty, Harry",25y 143d,86 (45-1-40 52.91%),28 (0.33),←,
36,"Pickett, Kysaiah",23y 306d,107 (68-1-38 64.02%),161 (1.50),←,
24,"Rivers, Trent",23y 248d,104 (65-1-38 62.98%),9 (0.09),←,
3,"Salem, Christian",29y 263d,180 (90-1-89 50.28%),26 (0.14),←,
30,"Sharp, Harry",22y 108d,20 (10-1-9 52.50%),7 (0.35),4 (0-0-4 0.00%),3 (0.75)
9,"Spargo, Charlie",25y 130d,100 (64-1-35 64.50%),63 (0.63),←,
32,"Sparrow, Tom",24y 308d,99 (60-1-38 61.11%),35 (0.35),←,
10,"Turner, Daniel",23y 66d,20 (8-0-12 40.00%),19 (0.95),←,
2,"van Rooyen, Jacob",21y 353d,45 (25-0-20 55.56%),62 (1.38),←,
7,"Viney, Jack",30y 356d,223 (100-1-122 45.07%),66 (0.30),←,
6,"Windsor, Caleb",19y 299d,21 (10-0-11 47.62%),9 (0.43),←,
Totals,Totals,26y 198d,2785 (1447-17-1321 51.96%),1609 (0.58),,
C,"Goodwin, Simon",48y 99d,187 (104-1-82 55.88%),,186 (104-1-81 56.18%),
