St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 303d,115 (54-0-61 46.96%),29 (0.25),←,
36,"Bonner, Riley",27y 115d,108 (65-0-43 60.19%),14 (0.13),15 (5-0-10 33.33%),1 (0.07)
16,"Butler, Dan",28y 27d,137 (76-0-61 55.47%),158 (1.15),92 (45-0-47 48.91%),105 (1.14)
47,"Caminiti, Anthony",20y 204d,29 (12-0-17 41.38%),29 (1.00),←,
38,"Campbell, Tom",32y 241d,58 (19-0-39 32.76%),30 (0.52),4 (0-0-4 0.00%),
11,"Clark, Hunter",25y 96d,91 (40-1-50 44.51%),13 (0.14),←,
15,"Dow, Paddy",24y 258d,79 (25-0-54 31.65%),22 (0.28),6 (2-0-4 33.33%),1 (0.17)
23,"Henry, Liam",22y 307d,52 (19-1-32 37.50%),19 (0.37),9 (3-0-6 33.33%),6 (0.67)
1,"Higgins, Jack",25y 103d,114 (64-1-49 56.58%),146 (1.28),71 (34-0-37 47.89%),117 (1.65)
8,"Hill, Bradley",30y 357d,248 (143-0-105 57.66%),102 (0.41),99 (49-0-50 49.49%),23 (0.23)
12,"King, Max",23y 359d,83 (39-0-44 46.99%),159 (1.92),←,
19,"Marshall, Rowan",28y 219d,125 (57-0-68 45.60%),58 (0.46),←,
10,"Owens, Mitch",20y 280d,45 (20-0-25 44.44%),44 (0.98),←,
27,"Schoenmaker, Arie",19y 175d,2 (0-0-2 0.00%),,←,
43,"Sharman, Cooper",23y 341d,41 (17-0-24 41.46%),33 (0.80),←,
35,"Sinclair, Jack",29y 139d,179 (78-1-100 43.85%),60 (0.34),←,
9,"Steele, Jack",28y 200d,173 (75-1-97 43.64%),60 (0.35),156 (67-1-88 43.27%),51 (0.33)
7,"Wanganeen-Milera, Nasiah",21y 129d,55 (26-0-29 47.27%),5 (0.09),←,
29,"Webster, Jimmy",31y 2d,157 (63-1-93 40.45%),4 (0.03),←,
44,"Wilkie, Callum",28y 112d,124 (59-0-65 47.58%),1 (0.01),←,
22,"Wilson, Darcy",18y 317d,15 (5-0-10 33.33%),10 (0.67),←,
2,"Windhager, Marcus",21y 45d,51 (23-0-28 45.10%),6 (0.12),←,
32,"Wood, Mason",30y 291d,127 (64-0-63 50.39%),118 (0.93),62 (34-0-28 54.84%),42 (0.68)
Totals,Totals,25y 233d,2208 (1043-6-1159 47.24%),1120 (0.51),,
C,"Lyon, Ross",57y 235d,344 (190-5-149 55.96%),,160 (94-4-62 60.00%),
