St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Baker, Steven",5,,5,10,,,,4.0,1.0,,,2.0,1.0,2.0,,4.0,6.0,,,3.0,2.0,,100.0
14,"Ball, Luke",9,4,5,14,,,,5.0,3.0,3.0,4.0,1.0,2.0,,,5.0,9.0,,1.0,2.0,,1.0,87.0
6,"Black, Heath",12,7,8,20,,,,,1.0,7.0,,1.0,,,1.0,3.0,16.0,,,2.0,1.0,,86.0
27,"Blake, Jason",5,5,5,10,,,11.0,2.0,,1.0,2.0,,,,,6.0,4.0,1.0,,1.0,,,57.0
26,"Dal Santo, Nick",11,9,8,19,,,2.0,2.0,3.0,2.0,2.0,1.0,,1.0,,7.0,12.0,1.0,1.0,,1.0,1.0,83.0
21,"Ferguson, Matthew",5,3,3,8,,,,1.0,2.0,,,1.0,,,,5.0,2.0,1.0,,8.0,,,100.0
25,"Fisher, Sam",9,6,3,12,,,,,2.0,1.0,1.0,2.0,,,,5.0,7.0,3.0,,3.0,,,100.0
9,"Gehrig, Fraser",10,8,5,15,5,1.0,,,,2.0,,2.0,1.0,1.0,,7.0,7.0,1.0,5.0,1.0,,,100.0
18,"Goddard, Brendon",14,10,6,20,1,,2.0,1.0,2.0,4.0,3.0,,,,,6.0,14.0,,1.0,3.0,,3.0,95.0
34,"Guerra, Brent",1,,1,2,,1.0,,5.0,,,,,,,,,2.0,,,1.0,,,57.0
2,"Hamill, Aaron",12,7,4,16,1,,,,2.0,2.0,,2.0,1.0,1.0,,6.0,11.0,3.0,,5.0,1.0,,100.0
35,"Harvey, Robert",21,6,16,37,2,,,1.0,5.0,6.0,5.0,2.0,1.0,,3.0,12.0,25.0,,1.0,1.0,1.0,3.0,94.0
7,"Hayes, Lenny",5,2,9,14,,,,5.0,1.0,1.0,3.0,2.0,,2.0,,5.0,8.0,,,1.0,,,93.0
5,"Jones, Austinn",18,6,9,27,,,,2.0,5.0,1.0,1.0,4.0,,2.0,2.0,8.0,19.0,,,2.0,2.0,,100.0
28,"Montagna, Leigh",8,5,7,15,1,1.0,,5.0,,1.0,1.0,2.0,,,,2.0,13.0,,1.0,1.0,,,91.0
20,"Murray, Allan",6,4,,6,1,2.0,,1.0,,1.0,,1.0,1.0,,,2.0,4.0,1.0,1.0,,,,36.0
1,"Peckett, Justin",2,1,2,4,,,,,,2.0,1.0,3.0,,2.0,,1.0,3.0,,,1.0,1.0,1.0,39.0
12,"Riewoldt, Nick",14,13,3,17,3,1.0,,,,2.0,,2.0,1.0,,,4.0,13.0,2.0,6.0,1.0,,2.0,100.0
40,"Schwarze, Troy",9,4,3,12,,,,,,3.0,1.0,1.0,1.0,,,6.0,6.0,,,1.0,,,100.0
29,"Stone, Nick",2,1,7,9,,,4.0,1.0,,,2.0,,1.0,,,6.0,3.0,,1.0,1.0,,,43.0
4,"Thompson, Andrew",3,4,4,7,,,,2.0,,1.0,1.0,,,,,2.0,5.0,,,,,,40.0
13,"Voss, Brett",5,2,,5,,,,,1.0,,1.0,3.0,,1.0,,1.0,4.0,,,4.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,107,113,299,14,7.0,19.0,37.0,28.0,40.0,28.0,32.0,10.0,12.0,6.0,103.0,193.0,13.0,18.0,42.0,9.0,11.0,
Opposition,Opposition,147,66,87,234,10,8.0,45.0,40.0,25.0,40.0,33.0,27.0,12.0,10.0,,96.0,138.0,10.0,13.0,25.0,13.0,6.0,
