Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",11,7,6,17,,,,1.0,3.0,1.0,1.0,2.0,,,,7.0,11.0,2.0,,8.0,,,100.0
14,"Bergman, Miles",12,8,3,15,,,,1.0,4.0,2.0,,2.0,1.0,,,6.0,10.0,1.0,,1.0,,,88.0
10,"Boak, Travis",11,4,13,24,1,2.0,,4.0,2.0,5.0,3.0,2.0,1.0,,,10.0,15.0,,,,,2.0,81.0
7,"Burgoyne, Jase",16,4,8,24,,1.0,,7.0,1.0,4.0,3.0,1.0,2.0,,,13.0,10.0,,,1.0,,,78.0
9,"Butters, Zak",19,1,9,28,,,,2.0,,7.0,5.0,4.0,2.0,,3.0,10.0,15.0,,,2.0,2.0,,80.0
33,"Byrne-Jones, Darcy",8,2,4,12,1,,,5.0,,4.0,,3.0,1.0,,,5.0,7.0,,,2.0,1.0,3.0,80.0
22,"Dixon, Charlie",9,6,3,12,4,2.0,9.0,4.0,,1.0,1.0,1.0,2.0,,,10.0,2.0,5.0,5.0,5.0,,,87.0
28,"Drew, Willem",17,2,6,23,,1.0,,6.0,1.0,3.0,10.0,5.0,,,,12.0,9.0,,,4.0,,1.0,87.0
31,"Evans, Francis",8,3,5,13,1,,,4.0,,1.0,,1.0,,,,4.0,9.0,,1.0,,,1.0,61.0
43,"Evans, Logan",20,9,2,22,1,,,1.0,3.0,5.0,,1.0,,,,3.0,15.0,1.0,,3.0,,,85.0
19,"Georgiades, Mitch",8,7,3,11,3,1.0,,3.0,1.0,2.0,,3.0,,,1.0,4.0,6.0,2.0,4.0,,,1.0,81.0
18,"Horne-Francis, Jason",13,6,5,18,,1.0,,2.0,2.0,7.0,4.0,3.0,1.0,2.0,,8.0,12.0,1.0,1.0,,1.0,1.0,80.0
5,"Houston, Dan",20,3,5,25,,,,5.0,4.0,2.0,3.0,4.0,,2.0,,3.0,14.0,,,,,1.0,82.0
30 ↓,"Lord, Ollie",1,1,1,2,1,,,4.0,,,,,,,,,1.0,,,3.0,,1.0,65.0
44,"Mead, Jackson",12,4,3,15,,,,5.0,,5.0,1.0,4.0,1.0,1.0,,6.0,10.0,,1.0,,,2.0,80.0
42 ↑,"Narkle, Quinton",6,3,2,8,,4.0,,1.0,,,1.0,,,,,1.0,6.0,,1.0,,,,23.0
27,"Ratugolea, Esava",6,4,1,7,,,,2.0,2.0,,,1.0,,,,3.0,4.0,,,3.0,,,78.0
15,"Rioli, Willie",7,3,1,8,2,2.0,,2.0,,,,1.0,1.0,1.0,,4.0,3.0,2.0,3.0,1.0,,,86.0
1,"Rozee, Connor",14,5,10,24,2,1.0,,4.0,,5.0,7.0,4.0,,2.0,,13.0,10.0,,2.0,3.0,,,70.0
24,"Sweet, Jordon",3,2,6,9,,,43.0,5.0,1.0,4.0,4.0,,1.0,,,5.0,5.0,,,3.0,,,82.0
23,"Williams, Dylan",10,5,2,12,,,,,6.0,1.0,,2.0,,1.0,,3.0,7.0,,,,,,70.0
16,"Wines, Ollie",11,8,21,32,,,,2.0,1.0,4.0,4.0,4.0,,,,14.0,17.0,1.0,,3.0,,,78.0
25,"Zerk-Thatcher, Brandon",7,5,6,13,,,,,3.0,2.0,,1.0,,,,5.0,7.0,1.0,,4.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,249,102,125,374,16,20.0,52.0,70.0,34.0,65.0,47.0,49.0,13.0,9.0,4.0,149.0,205.0,16.0,18.0,46.0,4.0,13.0,
Opposition,Opposition,197,70,149,346,11,9.0,33.0,47.0,45.0,45.0,31.0,63.0,9.0,13.0,2.0,126.0,199.0,6.0,6.0,61.0,2.0,8.0,
