St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Baker, Steven",13,7,7,20,,,,1.0,4.0,,1.0,1.0,,1.0,,5.0,15.0,,,6.0,1.0,,97.0
14,"Ball, Luke",10,6,12,22,,1.0,,4.0,1.0,1.0,3.0,3.0,2.0,,,6.0,18.0,,,1.0,,,58.0
27,"Blake, Jason",8,10,11,19,,,,2.0,1.0,,,1.0,,,,6.0,13.0,2.0,,5.0,,,100.0
26,"Dal Santo, Nick",11,1,11,22,1,,,4.0,2.0,4.0,4.0,2.0,1.0,,,9.0,12.0,,,,4.0,,80.0
43,"Dawson, Zac",6,5,8,14,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,7.0,8.0,,,5.0,,1.0,100.0
40,"Eddy, Robert",11,10,7,18,,,,1.0,,3.0,,2.0,,,,4.0,14.0,1.0,,2.0,,2.0,64.0
25,"Fisher, Sam",10,5,6,16,,,,3.0,2.0,,,1.0,1.0,,,4.0,13.0,,,6.0,,,90.0
15,"Gardiner, Michael",8,5,3,11,1,,23.0,,,2.0,2.0,4.0,1.0,1.0,,5.0,6.0,1.0,2.0,1.0,1.0,,67.0
42,"Geary, Jarryn",9,8,15,24,,,,4.0,3.0,,1.0,2.0,,,,3.0,21.0,,,1.0,,,62.0
19,"Gilbert, Sam",15,6,6,21,,,,7.0,,1.0,,2.0,2.0,,,9.0,12.0,2.0,,1.0,1.0,,100.0
18,"Goddard, Brendon",18,9,15,33,1,,2.0,6.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,6.0,25.0,1.0,,1.0,3.0,2.0,96.0
1,"Gram, Jason",13,3,7,20,1,2.0,1.0,3.0,2.0,10.0,1.0,2.0,1.0,,,4.0,17.0,,,1.0,9.0,1.0,89.0
33,"Gwilt, James",8,3,5,13,1,,,3.0,1.0,4.0,,1.0,1.0,,,3.0,10.0,1.0,,,,1.0,90.0
7,"Hayes, Lenny",9,3,16,25,,,6.0,7.0,1.0,4.0,6.0,1.0,1.0,1.0,,12.0,13.0,,,1.0,2.0,,71.0
38,"Jones, Clinton",7,5,14,21,,,,7.0,1.0,2.0,4.0,3.0,,1.0,,6.0,15.0,,,6.0,,,83.0
23,"Koschitzke, Justin",8,8,3,11,1,2.0,4.0,1.0,,1.0,,2.0,,2.0,,4.0,6.0,2.0,3.0,3.0,,,59.0
32,"McQualter, Andrew",8,6,11,19,1,2.0,,6.0,,1.0,1.0,1.0,1.0,1.0,,6.0,13.0,1.0,,3.0,,,79.0
44,"Milne, Stephen",8,6,8,16,,,,3.0,1.0,5.0,,3.0,1.0,,,10.0,6.0,1.0,1.0,,1.0,2.0,83.0
11,"Montagna, Leigh",13,7,7,20,,1.0,,6.0,3.0,3.0,2.0,1.0,,1.0,,3.0,17.0,,,4.0,1.0,,82.0
22,"Ray, Farren",17,11,14,31,,,,2.0,1.0,6.0,3.0,1.0,,1.0,2.0,8.0,23.0,3.0,,2.0,,,83.0
12,"Riewoldt, Nick",15,14,2,17,4,5.0,2.0,,,1.0,,1.0,,1.0,1.0,5.0,13.0,4.0,11.0,3.0,,1.0,92.0
13,"Schneider, Adam",8,2,5,13,3,,,5.0,1.0,4.0,,,,,,4.0,9.0,,2.0,,2.0,1.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,140,193,426,14,20.0,38.0,78.0,32.0,56.0,30.0,37.0,14.0,12.0,6.0,129.0,299.0,19.0,19.0,52.0,25.0,11.0,
Opposition,Opposition,179,86,165,344,11,10.0,32.0,52.0,40.0,46.0,38.0,42.0,12.0,14.0,,109.0,222.0,9.0,10.0,46.0,17.0,5.0,
