Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
5,"Boyd, Matthew",27y 290d,150 (76-2-72 51.33%),53 (0.35),←,
17,"Cooney, Adam",24y 256d,147 (77-2-68 53.06%),133 (0.90),←,
4,"Cross, Daniel",27y 75d,145 (72-3-70 50.69%),25 (0.17),←,
10,"Eagleton, Nathan",31y 215d,268 (128-5-135 48.69%),223 (0.83),212 (102-3-107 48.82%),178 (0.84)
13,"Giansiracusa, Daniel",28y 94d,180 (83-4-93 47.22%),184 (1.02),←,
9,"Gilbee, Lindsay",28y 340d,176 (89-2-85 51.14%),104 (0.59),←,
1,"Grant, Jarrad",20y 342d,9 (5-0-4 55.56%),7 (0.78),←,
16,"Griffen, Ryan",23y 321d,108 (62-1-45 57.87%),59 (0.55),←,
8,"Hahn, Mitch",29y 34d,174 (85-2-87 49.43%),160 (0.92),←,
28,"Hall, Barry",33y 125d,262 (133-3-126 51.34%),654 (2.50),12 (7-0-5 58.33%),43 (3.58)
40,"Harbrow, Jarrod",21y 330d,60 (34-1-25 57.50%),21 (0.35),←,
20,"Hill, Josh",21y 145d,52 (33-1-18 64.42%),68 (1.31),←,
15,"Hudson, Ben",31y 109d,114 (70-1-43 61.84%),12 (0.11),59 (38-1-20 65.25%),6 (0.10)
36,"Lake, Brian",28y 106d,159 (77-2-80 49.06%),22 (0.14),←,
27,"Minson, Will",25y 63d,100 (59-1-40 59.50%),55 (0.55),←,
44,"Moles, Brodie",24y 218d,6 (4-0-2 66.67%),2 (0.33),←,
38,"Morris, Dale",27y 166d,123 (72-2-49 59.35%),2 (0.02),←,
2,"Murphy, Robert",28y 4d,176 (79-4-93 46.02%),142 (0.81),←,
42,"Picken, Liam",23y 316d,30 (19-0-11 63.33%),12 (0.40),←,
18,"Stack, Brennan",22y 18d,9 (6-0-3 66.67%),12 (1.33),←,
12,"Williams, Tom",23y 331d,45 (25-1-19 56.67%),1 (0.02),←,
29,"Wood, Easton",20y 282d,3 (2-0-1 66.67%),,←,
Totals,Totals,26y 41d,2496 (1290-37-1169 51.68%),1951 (0.78),,
C,"Eade, Rodney",52y 70d,282 (154-4-124 55.32%),,130 (73-2-55 56.92%),
