Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
28,"Bell, Tom",23y 23d,22 (12-0-10 54.55%),12 (0.55),←,
44,"Carrazzo, Andrew",30y 203d,173 (70-3-100 41.33%),47 (0.27),←,
41,"Casboult, Levi",24y 113d,29 (12-0-17 41.38%),27 (0.93),←,
35,"Curnow, Ed",24y 241d,59 (33-1-25 56.78%),11 (0.19),←,
15,"Docherty, Sam",20y 262d,22 (9-0-13 40.91%),8 (0.36),9 (3-0-6 33.33%),7 (0.78)
33,"Everitt, Andrejs",25y 115d,94 (56-3-35 61.17%),44 (0.47),15 (5-0-10 33.33%),12 (0.80)
4,"Gibbs, Bryce",25y 113d,170 (78-1-91 46.18%),92 (0.54),←,
23,"Henderson, Lachie",24y 204d,98 (46-1-51 47.45%),80 (0.82),83 (38-1-44 46.39%),77 (0.93)
40,"Jamison, Michael",28y 25d,124 (57-1-66 46.37%),2 (0.02),←,
45,"Johnson, Blaine",18y 343d,2 (1-0-1 50.00%),,←,
5,"Judd, Chris",30y 301d,264 (149-3-112 57.01%),219 (0.83),130 (65-1-64 50.38%),81 (0.62)
14,"McLean, Brock",28y 117d,153 (63-1-89 41.50%),73 (0.48),59 (26-0-33 44.07%),34 (0.58)
2,"Menzel, Troy",19y 287d,21 (9-0-12 42.86%),30 (1.43),←,
3,"Murphy, Marc",26y 352d,179 (81-1-97 45.53%),140 (0.78),←,
17,"Rowe, Sam",26y 229d,24 (10-0-14 41.67%),10 (0.42),←,
6,"Simpson, Kade",30y 62d,215 (89-2-124 41.86%),120 (0.56),←,
39,"Thomas, Dale",27y 15d,172 (108-2-62 63.37%),132 (0.77),15 (5-0-10 33.33%),11 (0.73)
42,"Tuohy, Zach",24y 208d,69 (35-0-34 50.72%),25 (0.36),←,
1,"Walker, Andrew",28y 49d,178 (68-3-107 39.04%),118 (0.66),←,
11,"Warnock, Robert",27y 168d,85 (41-1-43 48.82%),17 (0.20),64 (31-1-32 49.22%),13 (0.20)
43,"White, Simon",26y 19d,38 (22-1-15 59.21%),6 (0.16),←,
13,"Yarran, Chris",23y 199d,98 (46-1-51 47.45%),82 (0.84),←,
Totals,Totals,25y 249d,2289 (1095-25-1169 47.84%),1295 (0.57),,
C,"Malthouse, Mick",60y 323d,703 (403-6-294 57.75%),,39 (17-0-22 43.59%),
