Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Adkins, Damien",6,3,2,8,,,,,,1.0,1.0,,,1.0,,2.0,3.0,1.0,,,,,
49,"Betheras, Rupert",3,2,5,8,,,,,3.0,,,,,,,5.0,3.0,,,1.0,,,
26,"Brown, Gavin",6,3,3,9,1,1.0,,2.0,,2.0,2.0,1.0,1.0,,,4.0,5.0,,2.0,,,,
5,"Buckley, Nathan",17,3,6,23,1,1.0,,1.0,2.0,5.0,5.0,,3.0,,,7.0,17.0,,1.0,2.0,1.0,,
17,"Burns, Scott",14,7,9,23,1,,,,2.0,2.0,1.0,1.0,,1.0,,5.0,18.0,,,2.0,,,
28,"Crosisca, Gavin",3,3,4,7,,,,2.0,,1.0,1.0,1.0,,1.0,,2.0,5.0,,,3.0,,,
40,"Davis, Leon",4,1,2,6,1,,,,1.0,2.0,1.0,,1.0,1.0,,3.0,3.0,,,1.0,,,
19,"Davis, Nick",12,7,8,20,,1.0,1.0,,2.0,4.0,,,1.0,,,5.0,15.0,1.0,1.0,1.0,,,
46,"Dimattina, Andrew",7,5,6,13,,,,1.0,2.0,1.0,1.0,2.0,,,,6.0,7.0,2.0,,3.0,,,
25,"Fraser, Josh",8,7,4,12,,,4.0,2.0,2.0,3.0,3.0,,2.0,,,8.0,5.0,2.0,,,,,
31,"Johnson, Ben",4,2,5,9,,,,,,2.0,3.0,,1.0,,,6.0,3.0,,,2.0,1.0,,
30,"Kinnear, Ben",12,6,5,17,,,,2.0,5.0,,,2.0,1.0,,,4.0,13.0,2.0,,2.0,,,
33,"Lane, Tyson",19,10,1,20,3,,,,2.0,6.0,2.0,3.0,2.0,1.0,,5.0,14.0,2.0,2.0,2.0,,,
18,"Licuria, Paul",8,4,4,12,,2.0,,1.0,,5.0,,,,1.0,,5.0,7.0,1.0,1.0,1.0,,,
24,"Lockyer, Tarkyn",11,6,2,13,,2.0,,,1.0,1.0,2.0,1.0,,,,5.0,8.0,,1.0,1.0,,,
48,"Michael, Mal",3,3,5,8,1,,,,,1.0,,2.0,1.0,,,5.0,3.0,1.0,1.0,2.0,,,
11,"OBree, Shane",17,8,13,30,,,,3.0,5.0,3.0,2.0,3.0,,,,3.0,28.0,,,,1.0,,
35,"Prestigiacomo, Simon",3,2,3,6,,,,,1.0,,,,,1.0,1.0,3.0,3.0,,,1.0,,,
3,"Richardson, Mark",6,4,2,8,,,1.0,1.0,3.0,,1.0,2.0,,1.0,,2.0,6.0,1.0,,,,,
23,"Rocca, Anthony",5,2,2,7,1,1.0,9.0,1.0,,1.0,3.0,,,1.0,,4.0,3.0,1.0,1.0,,,,
20,"Tarrant, Chris",9,4,2,11,2,,2.0,1.0,,6.0,,1.0,,2.0,,3.0,9.0,,1.0,2.0,,,
10,"Williams, Paul",16,6,6,22,,,,1.0,2.0,5.0,2.0,1.0,1.0,,,9.0,13.0,2.0,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,98,99,292,11,12.0,17.0,18.0,33.0,51.0,30.0,20.0,14.0,11.0,1.0,101.0,191.0,16.0,11.0,27.0,4.0,,
Opposition,Opposition,210,99,123,333,13,19.0,35.0,23.0,35.0,56.0,35.0,26.0,11.0,14.0,5.0,116.0,212.0,16.0,15.0,23.0,17.0,,
