Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 300d,136 (75-1-60 55.51%),63 (0.46),91 (67-1-23 74.18%),39 (0.43)
31,"Andrews, Harris",27y 237d,205 (101-1-103 49.51%),11 (0.05),←,
8,"Ashcroft, Will",20y 90d,24 (19-0-5 79.17%),10 (0.42),←,
33,"Bailey, Zac",24y 316d,133 (89-0-44 66.92%),137 (1.03),←,
7,"Berry, Jarrod",26y 181d,153 (88-1-64 57.84%),63 (0.41),←,
34,"Brain, Shadeau",20y 173d,7 (6-1-0 92.86%),,←,
23,"Cameron, Charlie",30y 30d,222 (143-2-77 64.86%),392 (1.77),149 (96-1-52 64.77%),305 (2.05)
3,"Daniher, Joe",30y 153d,197 (100-2-95 51.27%),380 (1.93),89 (60-1-28 67.98%),189 (2.12)
5,"Dunkley, Josh",27y 208d,160 (96-1-63 60.31%),73 (0.46),44 (31-1-12 71.59%),8 (0.18)
28,"Fletcher, Jaspa",20y 162d,34 (24-1-9 72.06%),12 (0.35),←,
35,"Lester, Ryan",31y 344d,200 (94-1-105 47.25%),47 (0.23),←,
1,"Lohmann, Kai",21y 90d,28 (20-1-7 73.21%),23 (0.82),←,
6,"McCluggage, Hugh",26y 154d,175 (101-1-73 58.00%),114 (0.65),←,
46,"McInerney, Oscar",30y 25d,145 (93-1-51 64.48%),60 (0.41),←,
13,"Morris, Logan",19y 86d,12 (10-1-1 87.50%),16 (1.33),←,
9,"Neale, Lachie",31y 72d,265 (153-1-111 57.92%),124 (0.47),130 (88-1-41 68.08%),57 (0.44)
20,"Prior, Jaxon",23y 61d,38 (28-1-9 75.00%),11 (0.29),←,
16,"Rayner, Cam",24y 288d,133 (82-1-50 62.03%),129 (0.97),←,
38,"Reville, Bruce",23y 164d,12 (10-1-1 87.50%),4 (0.33),←,
25,"Smith, Henry",21y 315d,3 (3-0-0 100.00%),,←,
37,"Starcevich, Brandon",25y 11d,112 (77-0-35 68.75%),7 (0.06),←,
44,"Wilmot, Darcy",20y 217d,49 (34-1-14 70.41%),6 (0.12),←,
15,"Zorko, Dayne",35y 177d,270 (129-1-140 47.96%),231 (0.86),←,
Totals,Totals,25y 231d,2713 (1575-21-1117 58.05%),1913 (0.71),,
C,"Fagan, Chris",63y 42d,182 (105-1-76 57.97%),,←,
