Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",25y 364d,61 (29-0-32 47.54%),4 (0.07),←,
22,"Blakey, Nick",20y 189d,34 (13-0-21 38.24%),26 (0.76),←,
4,"Clarke, Ryan",23y 78d,61 (23-0-38 37.70%),11 (0.18),21 (6-0-15 28.57%),3 (0.14)
7,"Cunningham, Harry",26y 272d,127 (76-0-51 59.84%),48 (0.38),←,
34,"Dawson, Jordan",23y 147d,39 (15-0-24 38.46%),23 (0.59),←,
13,"Florent, Oliver",22y 43d,67 (31-0-36 46.27%),21 (0.31),←,
42,"Fox, Robbie",27y 140d,35 (12-0-23 34.29%),8 (0.23),←,
9,"Hayward, Will",21y 313d,66 (33-0-33 50.00%),69 (1.05),←,
12,"Kennedy, Josh",32y 75d,255 (155-2-98 61.18%),150 (0.59),242 (150-2-90 62.40%),146 (0.60)
44,"Lloyd, Jake",26y 349d,151 (93-0-58 61.59%),30 (0.20),←,
30,"McCartin, Tom",20y 248d,45 (21-0-24 46.67%),28 (0.62),←,
27,"McInerney, Justin",20y 16d,7 (2-0-5 28.57%),2 (0.29),←,
41,"McLean, Hayden",21y 227d,9 (2-0-7 22.22%),4 (0.44),←,
43,"Melican, Lewis",23y 304d,43 (24-0-19 55.81%),1 (0.02),←,
11,"Papley, Tom",24y 52d,96 (55-0-41 57.29%),142 (1.48),←,
26,"Parker, Luke",27y 314d,209 (129-1-79 61.96%),159 (0.76),←,
20,"Reid, Sam",28y 251d,150 (95-2-53 64.00%),157 (1.05),←,
8,"Rowbottom, James",19y 350d,26 (9-0-17 34.62%),8 (0.31),←,
18,"Sinclair, Callum",30y 346d,112 (70-1-41 62.95%),62 (0.55),83 (48-0-35 57.83%),44 (0.53)
28,"Taylor, Lewis",25y 199d,119 (30-0-89 25.21%),93 (0.78),7 (4-0-3 57.14%),5 (0.71)
6,"Thurlow, Jackson",26y 159d,60 (34-1-25 57.50%),14 (0.23),14 (6-0-8 42.86%),3 (0.21)
45,"Wicks, Sam",20y 355d,5 (2-0-3 40.00%),3 (0.60),←,
Totals,Totals,24y 218d,1777 (953-7-817 53.63%),1063 (0.60),,
C,"Longmire, John",49y 247d,232 (144-2-86 62.50%),,←,
