St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",16,7,1,17,,,,2.0,2.0,1.0,,2.0,3.0,1.0,,4.0,14.0,,,3.0,,,82.0
16,"Butler, Dan",11,2,4,15,2,1.0,,5.0,,2.0,,,3.0,,,7.0,7.0,,1.0,1.0,,3.0,87.0
13,"Byrnes, Ryan",,,,,,,,,,,,,,,,,,,,,,,
5,"Crouch, Brad",15,5,14,29,,,,7.0,1.0,6.0,8.0,4.0,2.0,,,10.0,19.0,,,,,1.0,79.0
4,"Gresham, Jade",13,3,7,20,4,,,1.0,,3.0,4.0,2.0,3.0,1.0,,10.0,13.0,,,,2.0,2.0,83.0
8,"Hill, Bradley",16,9,7,23,4,,,1.0,,5.0,,6.0,,1.0,1.0,4.0,18.0,,3.0,2.0,,1.0,84.0
20,"Howard, Dougal",8,4,8,16,,,,2.0,5.0,1.0,,,1.0,,,3.0,10.0,1.0,,10.0,,,97.0
12,"King, Max",14,11,3,17,4,1.0,,1.0,,4.0,,5.0,3.0,2.0,,8.0,9.0,2.0,7.0,2.0,,2.0,90.0
31,"Lienert, Jarrod",16,8,7,23,,,,2.0,7.0,1.0,,,,,,4.0,15.0,,,2.0,,,80.0
21,"Long, Ben",5,3,7,12,1,2.0,,3.0,,1.0,1.0,2.0,,1.0,,6.0,7.0,1.0,2.0,3.0,,,79.0
19,"Marshall, Rowan",7,2,4,11,,,13.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,,8.0,6.0,,,3.0,,,78.0
36,"McKenzie, Daniel",8,4,11,19,,1.0,,,1.0,3.0,,1.0,,,,7.0,12.0,,,2.0,,1.0,72.0
28,"Membrey, Tim",12,8,3,15,4,1.0,,,,,1.0,4.0,,1.0,,4.0,10.0,1.0,4.0,1.0,,,89.0
33,"Paton, Ben",8,5,8,16,,,,3.0,4.0,,,4.0,,3.0,,4.0,13.0,1.0,,2.0,3.0,,84.0
6,"Ross, Sebastian",17,6,9,26,,,,1.0,,5.0,2.0,4.0,,,,7.0,18.0,,1.0,1.0,4.0,2.0,80.0
18,"Ryder, Paddy",8,3,2,10,2,1.0,20.0,4.0,,2.0,3.0,12.0,2.0,7.0,,5.0,3.0,1.0,1.0,1.0,,1.0,67.0
35,"Sinclair, Jack",17,6,18,35,,,,2.0,3.0,2.0,2.0,,,,2.0,10.0,21.0,,,3.0,3.0,2.0,88.0
9,"Steele, Jack",15,10,18,33,1,1.0,,4.0,2.0,3.0,5.0,7.0,2.0,2.0,3.0,15.0,19.0,1.0,2.0,1.0,,1.0,78.0
7,"Wanganeen-Milera, Nasiah",13,7,5,18,,1.0,,,,1.0,1.0,2.0,,1.0,,2.0,17.0,,1.0,,,1.0,77.0
29,"Webster, Jimmy",13,6,7,20,,,,1.0,4.0,2.0,,4.0,2.0,,,5.0,15.0,,,1.0,,,75.0
44,"Wilkie, Callum",8,3,2,10,,,,1.0,3.0,1.0,,2.0,1.0,1.0,,4.0,6.0,1.0,,5.0,,,94.0
17,"Windhager, Marcus",5,2,10,15,,,,4.0,1.0,1.0,1.0,7.0,,1.0,,4.0,11.0,,,,,,77.0
32,"Wood, Mason",6,3,6,12,,,,6.0,,,,2.0,2.0,1.0,,6.0,6.0,,,,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,251,117,161,412,22,10.0,33.0,53.0,35.0,46.0,30.0,72.0,27.0,24.0,6.0,137.0,269.0,9.0,22.0,43.0,12.0,18.0,
Opposition,Opposition,192,89,142,334,10,13.0,25.0,41.0,22.0,45.0,34.0,65.0,25.0,27.0,,117.0,219.0,9.0,10.0,48.0,3.0,5.0,
