Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",22y 115d,67 (15-0-52 22.39%),164 (2.45),←,
3,"Coniglio, Stephen",21y 222d,58 (16-0-42 27.59%),19 (0.33),←,
35,"Corr, Aidan",21y 69d,27 (7-0-20 25.93%),1 (0.04),←,
44,"Downie, Tom",22y 89d,5 (2-0-3 40.00%),2 (0.40),←,
4,"Greene, Toby",21y 303d,69 (16-0-53 23.19%),31 (0.45),←,
32,"Griffen, Ryan",28y 363d,218 (106-1-111 48.85%),135 (0.62),16 (9-0-7 56.25%),5 (0.31)
2,"Hampton, Curtly",22y 137d,51 (8-0-43 15.69%),10 (0.20),←,
19,"Haynes, Nick",23y 68d,41 (11-0-30 26.83%),3 (0.07),←,
22,"Kelly, Josh",20y 163d,30 (11-0-19 36.67%),16 (0.53),←,
11,"Lamb, Jed",22y 279d,21 (9-0-12 42.86%),16 (0.76),9 (0-0-9 0.00%),7 (0.78)
37,"Lobb, Rory",22y 166d,7 (2-0-5 28.57%),5 (0.71),←,
7,"Palmer, Rhys",26y 162d,105 (32-0-73 30.48%),75 (0.71),52 (11-0-41 21.15%),52 (1.00)
24,"Patfull, Joel",30y 230d,194 (80-3-111 42.01%),25 (0.13),12 (7-0-5 58.33%),1 (0.08)
9,"Scully, Tom",24y 71d,101 (28-1-72 28.22%),33 (0.33),70 (15-0-55 21.43%),27 (0.39)
23,"Shaw, Heath",29y 240d,207 (125-2-80 60.87%),37 (0.18),34 (15-0-19 44.12%),
10,"Smith, Devon",22y 66d,75 (18-0-57 24.00%),66 (0.88),←,
38,"Steele, Jack",19y 224d,5 (2-0-3 40.00%),1 (0.20),←,
20,"Tomlinson, Adam",21y 349d,50 (9-0-41 18.00%),16 (0.32),←,
17,"Treloar, Adam",22y 138d,74 (18-0-56 24.32%),45 (0.61),←,
8,"Ward, Callan",25y 106d,137 (49-0-88 35.77%),68 (0.50),77 (17-0-60 22.08%),35 (0.45)
6,"Whitfield, Lachie",21y 7d,45 (12-0-33 26.67%),19 (0.42),←,
29,"Williams, Zac",20y 308d,27 (7-0-20 25.93%),6 (0.22),←,
Totals,Totals,23y 126d,1614 (583-7-1024 36.12%),793 (0.49),,
C,"Cameron, Leon",42y 326d,38 (15-0-23 39.47%),,←,
