Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
8,"Bewick, Darren",26y 217d,119 (74-1-44 62.61%),195 (1.64),←,
14,"Calthorpe, David",20y 221d,14 (11-0-3 78.57%),14 (1.00),←,
9,"Cockatoo-Collins, Che",19y 21d,1 (1-0-0 100.00%),3 (3.00),←,
22,"Doolan, Ben",21y 75d,26 (8-1-17 32.69%),4 (0.15),1 (1-0-0 100.00%),
31,"Fletcher, Dustin",18y 323d,18 (14-1-3 80.56%),1 (0.06),←,
28,"Flood, David",25y 32d,47 (30-0-17 63.83%),30 (0.64),←,
29,"Grenvold, David",28y 20d,71 (49-1-21 69.72%),14 (0.20),←,
1,"Harvey, Mark",28y 288d,158 (106-1-51 67.41%),163 (1.03),←,
5,"Hird, James",21y 50d,21 (13-1-7 64.29%),36 (1.71),←,
16,"Kickett, Dale",25y 326d,39 (19-0-20 48.72%),33 (0.85),1 (1-0-0 100.00%),
20,"Kilpatrick, Glenn",21y 209d,18 (11-0-7 61.11%),3 (0.17),←,
25,"Manton, Glenn",20y 298d,10 (8-0-2 80.00%),2 (0.20),←,
2,"Mercuri, Mark",20y 33d,24 (16-1-7 68.75%),27 (1.13),←,
10,"ODonnell, Gary",28y 318d,138 (87-1-50 63.41%),48 (0.35),←,
47,"Olarenshaw, Ricky",21y 53d,17 (14-0-3 82.35%),5 (0.29),←,
3,"Salmon, Paul",29y 65d,183 (112-1-70 61.48%),455 (2.49),←,
19,"Somerville, Peter",25y 261d,67 (42-0-25 62.69%),58 (0.87),←,
17,"Stevenson, Robert",17y 285d,1 (1-0-0 100.00%),,←,
12,"Symons, Michael",22y 191d,23 (17-0-6 73.91%),24 (1.04),←,
4,"Wanganeen, Gavin",20y 281d,62 (36-1-25 58.87%),27 (0.44),←,
32,"Watson, Tim",32y 256d,299 (189-3-107 63.71%),333 (1.11),←,
Totals,Totals,23y 234d,1356 (858-13-485 63.27%),1475 (1.09),,
C,"Sheedy, Kevin",46y 92d,308 (202-2-104 65.91%),,←,
