Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 285d,78 (47-0-31 60.26%),122 (1.56),40 (29-0-11 72.50%),67 (1.67)
11,"Archer, Glenn",26y 109d,152 (99-0-53 65.13%),98 (0.64),←,
26,"Bell, Peter",23y 132d,90 (60-0-30 66.67%),86 (0.96),88 (60-0-28 68.18%),84 (0.95)
12,"Blakey, John",32y 352d,289 (152-0-137 52.60%),94 (0.33),154 (100-0-54 64.94%),56 (0.36)
18,"Carey, Wayne",28y 45d,197 (121-0-76 61.42%),519 (2.63),←,
23,"Clayton, Shane",20y 260d,33 (13-0-20 39.39%),8 (0.24),15 (11-0-4 73.33%),7 (0.47)
3,"Dhurrkay, Gary",25y 129d,63 (28-0-35 44.44%),59 (0.94),12 (8-0-4 66.67%),13 (1.08)
6,"Grant, Shannon",22y 83d,98 (61-1-36 62.76%),103 (1.05),40 (29-0-11 72.50%),65 (1.63)
29,"Harvey, Brent",21y 58d,56 (39-0-17 69.64%),56 (1.00),←,
34,"King, David",27y 126d,122 (81-0-41 66.39%),38 (0.31),←,
42,"Kingsley, Kent",20y 288d,6 (5-0-1 83.33%),9 (1.50),←,
35,"Longmire, John",28y 192d,195 (100-1-94 51.54%),511 (2.62),←,
4,"Martyn, Mick",30y 314d,234 (137-1-96 58.76%),14 (0.06),←,
5,"McCartney, Jason",25y 119d,112 (60-0-52 53.57%),49 (0.44),37 (26-0-11 70.27%),1 (0.03)
31,"McKernan, Corey",25y 204d,129 (89-0-40 68.99%),140 (1.09),←,
19,"Mooney, Cameron",19y 288d,5 (4-0-1 80.00%),,←,
28,"Pickett, Byron",21y 334d,41 (29-0-12 70.73%),,←,
8,"Scott, Robert",30y 132d,239 (146-1-92 61.30%),217 (0.91),107 (71-0-36 66.36%),53 (0.50)
24,"Sholl, Craig",31y 193d,213 (127-0-86 59.62%),142 (0.67),←,
7,"Simpson, Adam",23y 145d,80 (58-0-22 72.50%),35 (0.44),←,
10,"Stevens, Anthony",28y 9d,196 (121-0-75 61.73%),92 (0.47),←,
30,"Welsh, Scott",20y 216d,28 (18-0-10 64.29%),20 (0.71),←,
Totals,Totals,25y 149d,2656 (1595-4-1057 60.05%),2412 (0.91),,
C,"Pagan, Denis",51y 290d,160 (105-0-55 65.63%),,←,
