St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",23y 293d,72 (28-1-43 39.58%),29 (0.40),←,
15,"Billings, Jack",23y 343d,103 (37-1-65 36.41%),76 (0.74),←,
22,"Brown, Nathan",30y 222d,180 (97-2-81 54.44%),7 (0.04),50 (21-1-28 43.00%),
27,"Bruce, Josh",27y 49d,109 (41-1-67 38.07%),167 (1.53),95 (40-1-54 42.63%),164 (1.73)
2,"Carlisle, Jake",27y 299d,130 (57-1-72 44.23%),60 (0.46),45 (17-1-27 38.89%),6 (0.13)
11,"Clark, Hunter",20y 123d,25 (8-1-16 34.00%),5 (0.20),←,
1,"Coffield, Nick",19y 277d,16 (2-1-13 15.63%),1 (0.06),←,
7,"Dunstan, Luke",24y 179d,99 (37-2-60 38.38%),44 (0.44),←,
4,"Gresham, Jade",21y 337d,80 (33-1-46 41.88%),90 (1.13),←,
40,"Hind, Nick",24y 342d,7 (3-0-4 42.86%),8 (1.14),←,
46,"Langlands, Doulton",19y 363d,2 (2-0-0 100.00%),2 (1.00),←,
21,"Long, Ben",21y 340d,26 (8-1-17 32.69%),18 (0.69),←,
13,"Lonie, Jack",22y 348d,59 (22-0-37 37.29%),56 (0.95),←,
19,"Marshall, Rowan",23y 245d,29 (8-0-21 27.59%),14 (0.48),←,
28,"Membrey, Tim",25y 62d,88 (38-2-48 44.32%),160 (1.82),87 (37-2-48 43.68%),160 (1.84)
16,"Newnes, Jack",26y 153d,152 (54-2-96 36.18%),54 (0.36),←,
33,"Paton, Ben",20y 281d,14 (4-0-10 28.57%),4 (0.29),←,
6,"Ross, Sebastian",26y 81d,120 (42-2-76 35.83%),19 (0.16),←,
5,"Savage, Shane",28y 203d,159 (76-2-81 48.43%),62 (0.39),103 (35-2-66 34.95%),25 (0.24)
35,"Sinclair, Jack",24y 165d,82 (31-1-50 38.41%),40 (0.49),←,
9,"Steele, Jack",23y 226d,74 (28-1-45 38.51%),24 (0.32),57 (20-1-36 35.96%),15 (0.26)
44,"Wilkie, Callum",23y 139d,18 (8-0-10 44.44%),,←,
Totals,Totals,24y 64d,1644 (664-22-958 40.39%),940 (0.57),,
C,"Ratten, Brett",48y 16d,122 (62-1-59 51.23%),,2 (2-0-0 100.00%),
